file_path	file_role	accession	assembly_code	annotation_code	sample_code	dataset_code	md5
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.LJ.tar.gz	transcriptome.root	LJ	ASM_LJ				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.S548.tar.gz	transcriptome.root	S548	ASM_S548				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.TF.tar.gz	transcriptome.root	TF	ASM_TF				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.TM.tar.gz	transcriptome.root	TM	ASM_TM				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.Tumba.tar.gz	transcriptome.root	Tumba	ASM_Tumba				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.WSSM.tar.gz	transcriptome.root	WSSM	ASM_WSSM				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.Y3551.tar.gz	transcriptome.root	Y3551	ASM_Y3551				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.Y58S.tar.gz	transcriptome.root	Y58S	ASM_Y58S				
/home/labuser/rdcheng/gd/manual_files/transcriptome.root.YX1.tar.gz	transcriptome.root	YX1	ASM_YX1				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.02428.tar.gz	transcriptome.shoot	02428	ASM_02428				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Basmati1.tar.gz	transcriptome.shoot	Basmati1	ASM_Basmati1				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.CN1.tar.gz	transcriptome.shoot	CN1	ASM_CN1				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.D62.tar.gz	transcriptome.shoot	D62	ASM_D62				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.DG.tar.gz	transcriptome.shoot	DG	ASM_DG				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.DHX2.tar.gz	transcriptome.shoot	DHX2	ASM_DHX2				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.FH838.tar.gz	transcriptome.shoot	FH838	ASM_FH838				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.FS32.tar.gz	transcriptome.shoot	FS32	ASM_FS32				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.G46.tar.gz	transcriptome.shoot	G46	ASM_G46				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.G630.tar.gz	transcriptome.shoot	G630	ASM_G630				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.G8.tar.gz	transcriptome.shoot	G8	ASM_G8				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.II32.tar.gz	transcriptome.shoot	II32	ASM_II32				
/home/labuser/rdcheng/gd/manual_files/genome.13-65.fasta	genome	13-65	ASM_13-65				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.IR64.tar.gz	transcriptome.shoot	IR64	ASM_IR64				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.J4155.tar.gz	transcriptome.shoot	J4155	ASM_J4155				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Kosh.tar.gz	transcriptome.shoot	Kosh	ASM_Kosh				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.KY131.tar.gz	transcriptome.shoot	KY131	ASM_KY131				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Lemont.tar.gz	transcriptome.shoot	Lemont	ASM_Lemont				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.LJ.tar.gz	transcriptome.shoot	LJ	ASM_LJ				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.R498.tar.gz	transcriptome.shoot	R498	ASM_R498				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.S548.tar.gz	transcriptome.shoot	S548	ASM_S548				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.TM.tar.gz	transcriptome.shoot	TM	ASM_TM				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Tumba.tar.gz	transcriptome.shoot	Tumba	ASM_Tumba				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.WSSM.tar.gz	transcriptome.shoot	WSSM	ASM_WSSM				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Y3551.tar.gz	transcriptome.shoot	Y3551	ASM_Y3551				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.Y58S.tar.gz	transcriptome.shoot	Y58S	ASM_Y58S				
/home/labuser/rdcheng/gd/manual_files/transcriptome.shoot.YX1.tar.gz	transcriptome.shoot	YX1	ASM_YX1				
/home/labuser/rdcheng/gd/manual_files/transcriptome.stem.TF.tar.gz	transcriptome.stem	TF	ASM_TF				
/home/labuser/rdcheng/gd/manual_files/genome.18WR-118.fasta	genome	18WR-118	ASM_18WR-118				
/home/labuser/rdcheng/gd/manual_files/genome.18XHB-49.fasta	genome	18XHB-49	ASM_18XHB-49				
/home/labuser/rdcheng/gd/manual_files/genome.18XHB-57.fasta	genome	18XHB-57	ASM_18XHB-57				
/home/labuser/rdcheng/gd/manual_files/genome.18XHB-83.fasta	genome	18XHB-83	ASM_18XHB-83				
/home/labuser/rdcheng/gd/manual_files/genome.2037(Rajahamsal).fasta	genome	2037(Rajahamsal)	ASM_2037(Rajahamsal)				
/home/labuser/rdcheng/gd/manual_files/genome.80050YR72136-43.fasta	genome	80050YR72136-43	ASM_80050YR72136-43				
/home/labuser/rdcheng/gd/manual_files/genome.80A97YR303-304-1-3.fasta	genome	80A97YR303-304-1-3	ASM_80A97YR303-304-1-3				
/home/labuser/rdcheng/gd/manual_files/genome.80B.fasta	genome	80B	ASM_80B				
/home/labuser/rdcheng/gd/manual_files/genome.9311_21cell.fasta	genome	9311_21cell	ASM_9311_21cell				
/home/labuser/rdcheng/gd/manual_files/genome.9311_22cr.fasta	genome	9311_22cr	ASM_9311_22cr				
/home/labuser/rdcheng/gd/manual_files/genome.A123.fasta	genome	A123	ASM_A123				
/home/labuser/rdcheng/gd/manual_files/genome.Aerjituo.fasta	genome	Aerjituo	ASM_Aerjituo				
/home/labuser/rdcheng/gd/manual_files/genome.Aihechi.fasta	genome	Aihechi	ASM_Aihechi				
/home/labuser/rdcheng/gd/manual_files/genome.Aijiaonante.fasta	genome	Aijiaonante	ASM_Aijiaonante				
/home/labuser/rdcheng/gd/manual_files/genome.Ailuyu.fasta	genome	Ailuyu	ASM_Ailuyu				
/home/labuser/rdcheng/gd/manual_files/genome.Aimakang.fasta	genome	Aimakang	ASM_Aimakang				
/home/labuser/rdcheng/gd/manual_files/genome.Aituogu 151.fasta	genome	Aituogu 151	ASM_Aituogu 151				
/home/labuser/rdcheng/gd/manual_files/genome.Aizizhan.fasta	genome	Aizizhan	ASM_Aizizhan				
/home/labuser/rdcheng/gd/manual_files/genome.Albania Rice.fasta	genome	Albania Rice	ASM_Albania Rice				
/home/labuser/rdcheng/gd/manual_files/genome.American Huangkedao.fasta	genome	American Huangkedao	ASM_American Huangkedao				
/home/labuser/rdcheng/gd/manual_files/genome.Baigedao.fasta	genome	Baigedao	ASM_Baigedao				
/home/labuser/rdcheng/gd/manual_files/genome.Baikehanhe.fasta	genome	Baikehanhe	ASM_Baikehanhe				
/home/labuser/rdcheng/gd/manual_files/genome.Baoxie -7B.fasta	genome	Baoxie -7B	ASM_Baoxie -7B				
/home/labuser/rdcheng/gd/manual_files/genome.Baoxuan 21.fasta	genome	Baoxuan 21	ASM_Baoxuan 21				
/home/labuser/rdcheng/gd/manual_files/genome.Bawangbian 1.fasta	genome	Bawangbian 1	ASM_Bawangbian 1				
/home/labuser/rdcheng/gd/manual_files/genome.Baxiang.fasta	genome	Baxiang	ASM_Baxiang				
/home/labuser/rdcheng/gd/manual_files/genome.Biwusheng.fasta	genome	Biwusheng	ASM_Biwusheng				
/home/labuser/rdcheng/gd/manual_files/genome.BRC 25-146-2-1.fasta	genome	BRC 25-146-2-1	ASM_BRC 25-146-2-1				
/home/labuser/rdcheng/gd/manual_files/genome.Buleida A-75.fasta	genome	Buleida A-75	ASM_Buleida A-75				
/home/labuser/rdcheng/gd/manual_files/genome.BW 293-2.fasta	genome	BW 293-2	ASM_BW 293-2				
/home/labuser/rdcheng/gd/manual_files/genome.C 894-21.fasta	genome	C 894-21	ASM_C 894-21				
/home/labuser/rdcheng/gd/manual_files/genome.CarolinaGoldSelect.fasta	genome	CarolinaGoldSelect	ASM_CarolinaGoldSelect				
/home/labuser/rdcheng/gd/manual_files/genome.CHANH 148.fasta	genome	CHANH 148	ASM_CHANH 148				
/home/labuser/rdcheng/gd/manual_files/genome.Chaoyangyihao B.fasta	genome	Chaoyangyihao B	ASM_Chaoyangyihao B				
/home/labuser/rdcheng/gd/manual_files/genome.Chengduai 3.fasta	genome	Chengduai 3	ASM_Chengduai 3				
/home/labuser/rdcheng/gd/manual_files/genome.Chengnongshuijing.fasta	genome	Chengnongshuijing	ASM_Chengnongshuijing				
/home/labuser/rdcheng/gd/manual_files/genome.Chenwan 3.fasta	genome	Chenwan 3	ASM_Chenwan 3				
/home/labuser/rdcheng/gd/manual_files/genome.Chimao.fasta	genome	Chimao	ASM_Chimao				
/home/labuser/rdcheng/gd/manual_files/genome.CISOKAN.fasta	genome	CISOKAN	ASM_CISOKAN				
/home/labuser/rdcheng/gd/manual_files/genome.CO 22.fasta	genome	CO 22	ASM_CO 22				
/home/labuser/rdcheng/gd/manual_files/genome.Cungunuo.fasta	genome	Cungunuo	ASM_Cungunuo				
/home/labuser/rdcheng/gd/manual_files/genome.Cunsanli.fasta	genome	Cunsanli	ASM_Cunsanli				
/home/labuser/rdcheng/gd/manual_files/genome.CW01.fasta	genome	CW01	ASM_CW01				
/home/labuser/rdcheng/gd/manual_files/genome.CW02.fasta	genome	CW02	ASM_CW02				
/home/labuser/rdcheng/gd/manual_files/genome.CW03.fasta	genome	CW03	ASM_CW03				
/home/labuser/rdcheng/gd/manual_files/genome.CW05.fasta	genome	CW05	ASM_CW05				
/home/labuser/rdcheng/gd/manual_files/genome.CW06.fasta	genome	CW06	ASM_CW06				
/home/labuser/rdcheng/gd/manual_files/genome.CW07.fasta	genome	CW07	ASM_CW07				
/home/labuser/rdcheng/gd/manual_files/genome.CW08.fasta	genome	CW08	ASM_CW08				
/home/labuser/rdcheng/gd/manual_files/genome.CW09.fasta	genome	CW09	ASM_CW09				
/home/labuser/rdcheng/gd/manual_files/genome.CW10.fasta	genome	CW10	ASM_CW10				
/home/labuser/rdcheng/gd/manual_files/genome.CW11.fasta	genome	CW11	ASM_CW11				
/home/labuser/rdcheng/gd/manual_files/genome.CW12.fasta	genome	CW12	ASM_CW12				
/home/labuser/rdcheng/gd/manual_files/genome.CW13.fasta	genome	CW13	ASM_CW13				
/home/labuser/rdcheng/gd/manual_files/genome.CW14.fasta	genome	CW14	ASM_CW14				
/home/labuser/rdcheng/gd/manual_files/genome.CW15.fasta	genome	CW15	ASM_CW15				
/home/labuser/rdcheng/gd/manual_files/genome.CW16.fasta	genome	CW16	ASM_CW16				
/home/labuser/rdcheng/gd/manual_files/genome.CW17.fasta	genome	CW17	ASM_CW17				
/home/labuser/rdcheng/gd/manual_files/genome.CW18.fasta	genome	CW18	ASM_CW18				
/home/labuser/rdcheng/gd/manual_files/genome.CW19.fasta	genome	CW19	ASM_CW19				
/home/labuser/rdcheng/gd/manual_files/genome.CW21.fasta	genome	CW21	ASM_CW21				
/home/labuser/rdcheng/gd/manual_files/genome.CW22.fasta	genome	CW22	ASM_CW22				
/home/labuser/rdcheng/gd/manual_files/genome.CW23.fasta	genome	CW23	ASM_CW23				
/home/labuser/rdcheng/gd/manual_files/genome.CW31.fasta	genome	CW31	ASM_CW31				
/home/labuser/rdcheng/gd/manual_files/genome.CW32.fasta	genome	CW32	ASM_CW32				
/home/labuser/rdcheng/gd/manual_files/genome.CW33.fasta	genome	CW33	ASM_CW33				
/home/labuser/rdcheng/gd/manual_files/genome.CW34.fasta	genome	CW34	ASM_CW34				
/home/labuser/rdcheng/gd/manual_files/genome.CW35.fasta	genome	CW35	ASM_CW35				
/home/labuser/rdcheng/gd/manual_files/genome.CW36.fasta	genome	CW36	ASM_CW36				
/home/labuser/rdcheng/gd/manual_files/genome.CW37.fasta	genome	CW37	ASM_CW37				
/home/labuser/rdcheng/gd/manual_files/genome.CX20.fasta	genome	CX20	ASM_CX20				
/home/labuser/rdcheng/gd/manual_files/genome.CX3.fasta	genome	CX3	ASM_CX3				
/home/labuser/rdcheng/gd/manual_files/genome.Dandongludao.fasta	genome	Dandongludao	ASM_Dandongludao				
/home/labuser/rdcheng/gd/manual_files/genome.Dangyu 5.fasta	genome	Dangyu 5	ASM_Dangyu 5				
/home/labuser/rdcheng/gd/manual_files/genome.DGB.fasta	genome	DGB	ASM_DGB				
/home/labuser/rdcheng/gd/manual_files/genome.Dianrui 409B.fasta	genome	Dianrui 409B	ASM_Dianrui 409B				
/home/labuser/rdcheng/gd/manual_files/genome.Djanda Mandja.fasta	genome	Djanda Mandja	ASM_Djanda Mandja				
/home/labuser/rdcheng/gd/manual_files/genome.Dongtingwanxian.fasta	genome	Dongtingwanxian	ASM_Dongtingwanxian				
/home/labuser/rdcheng/gd/manual_files/genome.Dumai.fasta	genome	Dumai	ASM_Dumai				
/home/labuser/rdcheng/gd/manual_files/genome.DXCWR.fasta	genome	DXCWR	ASM_DXCWR				
/home/labuser/rdcheng/gd/manual_files/genome.ECIA 179-S13.fasta	genome	ECIA 179-S13	ASM_ECIA 179-S13				
/home/labuser/rdcheng/gd/manual_files/genome.Esiniu.fasta	genome	Esiniu	ASM_Esiniu				
/home/labuser/rdcheng/gd/manual_files/genome.Fanhaopi.fasta	genome	Fanhaopi	ASM_Fanhaopi				
/home/labuser/rdcheng/gd/manual_files/genome.Funingzipigengzi.fasta	genome	Funingzipigengzi	ASM_Funingzipigengzi				
/home/labuser/rdcheng/gd/manual_files/genome.GM4.fasta	genome	GM4	ASM_GM4				
/home/labuser/rdcheng/gd/manual_files/genome.Gongchengxiang.fasta	genome	Gongchengxiang	ASM_Gongchengxiang				
/home/labuser/rdcheng/gd/manual_files/genome.Gongju 73.fasta	genome	Gongju 73	ASM_Gongju 73				
/home/labuser/rdcheng/gd/manual_files/genome.Guangluai 15-.fasta	genome	Guangluai 15-	ASM_Guangluai 15-				
/home/labuser/rdcheng/gd/manual_files/genome.Guangluai 4.fasta	genome	Guangluai 4	ASM_Guangluai 4				
/home/labuser/rdcheng/gd/manual_files/genome.Guizhao 2.fasta	genome	Guizhao 2	ASM_Guizhao 2				
/home/labuser/rdcheng/gd/manual_files/genome.GZ 1368-5-4.fasta	genome	GZ 1368-5-4	ASM_GZ 1368-5-4				
/home/labuser/rdcheng/gd/manual_files/genome.G Zhenshan 97B.fasta	genome	G Zhenshan 97B	ASM_G Zhenshan 97B				
/home/labuser/rdcheng/gd/manual_files/genome.Hanmadao4.fasta	genome	Hanmadao4	ASM_Hanmadao4				
/home/labuser/rdcheng/gd/manual_files/genome.Haobayong 1.fasta	genome	Haobayong 1	ASM_Haobayong 1				
/home/labuser/rdcheng/gd/manual_files/genome.Haomake (K).fasta	genome	Haomake (K)	ASM_Haomake (K)				
/home/labuser/rdcheng/gd/manual_files/genome.Haoxiang.fasta	genome	Haoxiang	ASM_Haoxiang				
/home/labuser/rdcheng/gd/manual_files/genome.HEG4.fasta	genome	HEG4	ASM_HEG4				
/home/labuser/rdcheng/gd/manual_files/genome.Heibiao.fasta	genome	Heibiao	ASM_Heibiao				
/home/labuser/rdcheng/gd/manual_files/genome.Heidu 4.fasta	genome	Heidu 4	ASM_Heidu 4				
/home/labuser/rdcheng/gd/manual_files/genome.Heimangdao.fasta	genome	Heimangdao	ASM_Heimangdao				
/home/labuser/rdcheng/gd/manual_files/genome.Hitomebore.fasta	genome	Hitomebore	ASM_Hitomebore				
/home/labuser/rdcheng/gd/manual_files/genome.Hongainuo.fasta	genome	Hongainuo	ASM_Hongainuo				
/home/labuser/rdcheng/gd/manual_files/genome.Honggenghangu3.fasta	genome	Honggenghangu3	ASM_Honggenghangu3				
/home/labuser/rdcheng/gd/manual_files/genome.Honggu.fasta	genome	Honggu	ASM_Honggu				
/home/labuser/rdcheng/gd/manual_files/genome.Hongmisandan.fasta	genome	Hongmisandan	ASM_Hongmisandan				
/home/labuser/rdcheng/gd/manual_files/genome.Hongse 90.fasta	genome	Hongse 90	ASM_Hongse 90				
/home/labuser/rdcheng/gd/manual_files/genome.Hongwan 1.fasta	genome	Hongwan 1	ASM_Hongwan 1				
/home/labuser/rdcheng/gd/manual_files/genome.HR-12.fasta	genome	HR-12	ASM_HR-12				
/home/labuser/rdcheng/gd/manual_files/genome.Huangsiguizhan.fasta	genome	Huangsiguizhan	ASM_Huangsiguizhan				
/home/labuser/rdcheng/gd/manual_files/genome.Huhui 91269.fasta	genome	Huhui 91269	ASM_Huhui 91269				
/home/labuser/rdcheng/gd/manual_files/genome.IR 10179-23-1-3.fasta	genome	IR 10179-23-1-3	ASM_IR 10179-23-1-3				
/home/labuser/rdcheng/gd/manual_files/genome.IR24.fasta	genome	IR24	ASM_IR24				
/home/labuser/rdcheng/gd/manual_files/genome.IR26.fasta	genome	IR26	ASM_IR26				
/home/labuser/rdcheng/gd/manual_files/genome.IR64_20sd.fasta	genome	IR64_20sd	ASM_IR64_20sd				
/home/labuser/rdcheng/gd/manual_files/genome.IR64_21cell.fasta	genome	IR64_21cell	ASM_IR64_21cell				
/home/labuser/rdcheng/gd/manual_files/genome.IR64_22cr.fasta	genome	IR64_22cr	ASM_IR64_22cr				
/home/labuser/rdcheng/gd/manual_files/genome.IR 661-1.fasta	genome	IR 661-1	ASM_IR 661-1				
/home/labuser/rdcheng/gd/manual_files/genome.IRAT 10.fasta	genome	IRAT 10	ASM_IRAT 10				
/home/labuser/rdcheng/gd/manual_files/genome.IRGC104165.fasta	genome	IRGC104165	ASM_IRGC104165				
/home/labuser/rdcheng/gd/manual_files/genome.ITA 221.fasta	genome	ITA 221	ASM_ITA 221				
/home/labuser/rdcheng/gd/manual_files/genome.J34.fasta	genome	J34	ASM_J34				
/home/labuser/rdcheng/gd/manual_files/genome.Jaibattey.fasta	genome	Jaibattey	ASM_Jaibattey				
/home/labuser/rdcheng/gd/manual_files/genome.Jiabala.fasta	genome	Jiabala	ASM_Jiabala				
/home/labuser/rdcheng/gd/manual_files/genome.Jianghuadao.fasta	genome	Jianghuadao	ASM_Jianghuadao				
/home/labuser/rdcheng/gd/manual_files/genome.Jiangnongzao 1 B.fasta	genome	Jiangnongzao 1 B	ASM_Jiangnongzao 1 B				
/home/labuser/rdcheng/gd/manual_files/genome.Jiayu253.fasta	genome	Jiayu253	ASM_Jiayu253				
/home/labuser/rdcheng/gd/manual_files/genome.Jiefangxian.fasta	genome	Jiefangxian	ASM_Jiefangxian				
/home/labuser/rdcheng/gd/manual_files/genome.Jiienuo.fasta	genome	Jiienuo	ASM_Jiienuo				
/home/labuser/rdcheng/gd/manual_files/genome.Jinbaoyin.fasta	genome	Jinbaoyin	ASM_Jinbaoyin				
/home/labuser/rdcheng/gd/manual_files/genome.Jindao 1.fasta	genome	Jindao 1	ASM_Jindao 1				
/home/labuser/rdcheng/gd/manual_files/genome.Jinghu3 B.fasta	genome	Jinghu3 B	ASM_Jinghu3 B				
/home/labuser/rdcheng/gd/manual_files/genome.Jinnante 43B.fasta	genome	Jinnante 43B	ASM_Jinnante 43B				
/home/labuser/rdcheng/gd/manual_files/genome.Jinxibai2.fasta	genome	Jinxibai2	ASM_Jinxibai2				
/home/labuser/rdcheng/gd/manual_files/genome.Jinzhinuo4.fasta	genome	Jinzhinuo4	ASM_Jinzhinuo4				
/home/labuser/rdcheng/gd/manual_files/genome.JWR 221.fasta	genome	JWR 221	ASM_JWR 221				
/home/labuser/rdcheng/gd/manual_files/genome.K 24.fasta	genome	K 24	ASM_K 24				
/home/labuser/rdcheng/gd/manual_files/genome.Kahamu.fasta	genome	Kahamu	ASM_Kahamu				
/home/labuser/rdcheng/gd/manual_files/genome.Kasalath.fasta	genome	Kasalath	ASM_Kasalath				
/home/labuser/rdcheng/gd/manual_files/genome.Keluoduo B.fasta	genome	Keluoduo B	ASM_Keluoduo B				
/home/labuser/rdcheng/gd/manual_files/genome.KitaakeX.fasta	genome	KitaakeX	ASM_KitaakeX				
/home/labuser/rdcheng/gd/manual_files/genome.L 301B.fasta	genome	L 301B	ASM_L 301B				
/home/labuser/rdcheng/gd/manual_files/genome.Lamujia.fasta	genome	Lamujia	ASM_Lamujia				
/home/labuser/rdcheng/gd/manual_files/genome.LanSheng.fasta	genome	LanSheng	ASM_LanSheng				
/home/labuser/rdcheng/gd/manual_files/genome.Laoguangtou 83.fasta	genome	Laoguangtou 83	ASM_Laoguangtou 83				
/home/labuser/rdcheng/gd/manual_files/genome.Laohongdao.fasta	genome	Laohongdao	ASM_Laohongdao				
/home/labuser/rdcheng/gd/manual_files/genome.Laozaogu.fasta	genome	Laozaogu	ASM_Laozaogu				
/home/labuser/rdcheng/gd/manual_files/genome.Lemont_21cell.fasta	genome	Lemont_21cell	ASM_Lemont_21cell				
/home/labuser/rdcheng/gd/manual_files/genome.lemont_22cr.fasta	genome	lemont_22cr	ASM_lemont_22cr				
/home/labuser/rdcheng/gd/manual_files/genome.Lengshuigu 2.fasta	genome	Lengshuigu 2	ASM_Lengshuigu 2				
/home/labuser/rdcheng/gd/manual_files/genome.Lengshuinuo.fasta	genome	Lengshuinuo	ASM_Lengshuinuo				
/home/labuser/rdcheng/gd/manual_files/genome.Liming B.fasta	genome	Liming B	ASM_Liming B				
/home/labuser/rdcheng/gd/manual_files/genome.Linguo.fasta	genome	Linguo	ASM_Linguo				
/home/labuser/rdcheng/gd/manual_files/genome.Liusha 1.fasta	genome	Liusha 1	ASM_Liusha 1				
/home/labuser/rdcheng/gd/manual_files/genome.Liushizao.fasta	genome	Liushizao	ASM_Liushizao				
/home/labuser/rdcheng/gd/manual_files/genome.Longhuamaohu.fasta	genome	Longhuamaohu	ASM_Longhuamaohu				
/home/labuser/rdcheng/gd/manual_files/genome.Lucaihao.fasta	genome	Lucaihao	ASM_Lucaihao				
/home/labuser/rdcheng/gd/manual_files/genome.Luke 3.fasta	genome	Luke 3	ASM_Luke 3				
/home/labuser/rdcheng/gd/manual_files/genome.Malaihong.fasta	genome	Malaihong	ASM_Malaihong				
/home/labuser/rdcheng/gd/manual_files/genome.Mamagu.fasta	genome	Mamagu	ASM_Mamagu				
/home/labuser/rdcheng/gd/manual_files/genome.Meihuanuo.fasta	genome	Meihuanuo	ASM_Meihuanuo				
/home/labuser/rdcheng/gd/manual_files/genome.Menjiading 2.fasta	genome	Menjiading 2	ASM_Menjiading 2				
/home/labuser/rdcheng/gd/manual_files/genome.Menjiagao 1.fasta	genome	Menjiagao 1	ASM_Menjiagao 1				
/home/labuser/rdcheng/gd/manual_files/genome.Minbeiwanxian.fasta	genome	Minbeiwanxian	ASM_Minbeiwanxian				
/home/labuser/rdcheng/gd/manual_files/genome.Miyang46.fasta	genome	Miyang46	ASM_Miyang46				
/home/labuser/rdcheng/gd/manual_files/genome.Momi.fasta	genome	Momi	ASM_Momi				
/home/labuser/rdcheng/gd/manual_files/genome.Mowangguneiza.fasta	genome	Mowangguneiza	ASM_Mowangguneiza				
/home/labuser/rdcheng/gd/manual_files/genome.Muguanuo.fasta	genome	Muguanuo	ASM_Muguanuo				
/home/labuser/rdcheng/gd/manual_files/genome.Muxiqiu.fasta	genome	Muxiqiu	ASM_Muxiqiu				
/home/labuser/rdcheng/gd/manual_files/genome.N22_21cell.fasta	genome	N22_21cell	ASM_N22_21cell				
/home/labuser/rdcheng/gd/manual_files/genome.N22_22cr.fasta	genome	N22_22cr	ASM_N22_22cr				
/home/labuser/rdcheng/gd/manual_files/genome.Nabated A Smar.fasta	genome	Nabated A Smar	ASM_Nabated A Smar				
/home/labuser/rdcheng/gd/manual_files/genome.Nangaogu.fasta	genome	Nangaogu	ASM_Nangaogu				
/home/labuser/rdcheng/gd/manual_files/genome.Nanjing 11.fasta	genome	Nanjing 11	ASM_Nanjing 11				
/home/labuser/rdcheng/gd/manual_files/genome.Nanoay P.A.fasta	genome	Nanoay P.A	ASM_Nanoay P.A				
/home/labuser/rdcheng/gd/manual_files/genome.Nantehao.fasta	genome	Nantehao	ASM_Nantehao				
/home/labuser/rdcheng/gd/manual_files/genome.Nanxiongzaoyouzhan.fasta	genome	Nanxiongzaoyouzhan	ASM_Nanxiongzaoyouzhan				
/home/labuser/rdcheng/gd/manual_files/genome.NH265.fasta	genome	NH265	ASM_NH265				
/home/labuser/rdcheng/gd/manual_files/genome.NH266.fasta	genome	NH266	ASM_NH266				
/home/labuser/rdcheng/gd/manual_files/genome.NH267.fasta	genome	NH267	ASM_NH267				
/home/labuser/rdcheng/gd/manual_files/genome.NH268.fasta	genome	NH268	ASM_NH268				
/home/labuser/rdcheng/gd/manual_files/genome.NH269.fasta	genome	NH269	ASM_NH269				
/home/labuser/rdcheng/gd/manual_files/genome.NH270.fasta	genome	NH270	ASM_NH270				
/home/labuser/rdcheng/gd/manual_files/genome.NH271.fasta	genome	NH271	ASM_NH271				
/home/labuser/rdcheng/gd/manual_files/genome.NH272.fasta	genome	NH272	ASM_NH272				
/home/labuser/rdcheng/gd/manual_files/genome.NH273.fasta	genome	NH273	ASM_NH273				
/home/labuser/rdcheng/gd/manual_files/genome.NH274.fasta	genome	NH274	ASM_NH274				
/home/labuser/rdcheng/gd/manual_files/genome.NH275.fasta	genome	NH275	ASM_NH275				
/home/labuser/rdcheng/gd/manual_files/genome.NH277.fasta	genome	NH277	ASM_NH277				
/home/labuser/rdcheng/gd/manual_files/genome.NH278.fasta	genome	NH278	ASM_NH278				
/home/labuser/rdcheng/gd/manual_files/genome.NH279.fasta	genome	NH279	ASM_NH279				
/home/labuser/rdcheng/gd/manual_files/genome.NH280.fasta	genome	NH280	ASM_NH280				
/home/labuser/rdcheng/gd/manual_files/genome.NH281.fasta	genome	NH281	ASM_NH281				
/home/labuser/rdcheng/gd/manual_files/genome.NH282.fasta	genome	NH282	ASM_NH282				
/home/labuser/rdcheng/gd/manual_files/genome.NH283.fasta	genome	NH283	ASM_NH283				
/home/labuser/rdcheng/gd/manual_files/genome.NH284.fasta	genome	NH284	ASM_NH284				
/home/labuser/rdcheng/gd/manual_files/genome.NH285.fasta	genome	NH285	ASM_NH285				
/home/labuser/rdcheng/gd/manual_files/genome.NH286.fasta	genome	NH286	ASM_NH286				
/home/labuser/rdcheng/gd/manual_files/genome.Ninghui 21.fasta	genome	Ninghui 21	ASM_Ninghui 21				
/home/labuser/rdcheng/gd/manual_files/genome.NJ11.fasta	genome	NJ11	ASM_NJ11				
/home/labuser/rdcheng/gd/manual_files/genome.NJ6.fasta	genome	NJ6	ASM_NJ6				
/home/labuser/rdcheng/gd/manual_files/genome.Npb-MSU.fasta	genome	Npb-MSU	ASM_Npb-MSU				
/home/labuser/rdcheng/gd/manual_files/genome.Npb-T2T.fasta	genome	Npb-T2T	ASM_Npb-T2T				
/home/labuser/rdcheng/gd/manual_files/genome.P1790-5-1M-4-5M-1B-3M-B.fasta	genome	P1790-5-1M-4-5M-1B-3M-B	ASM_P1790-5-1M-4-5M-1B-3M-B				
/home/labuser/rdcheng/gd/manual_files/genome.PA64S.fasta	genome	PA64S	ASM_PA64S				
/home/labuser/rdcheng/gd/manual_files/genome.Pei C122.fasta	genome	Pei C122	ASM_Pei C122				
/home/labuser/rdcheng/gd/manual_files/genome.PI653432.fasta	genome	PI653432	ASM_PI653432				
/home/labuser/rdcheng/gd/manual_files/genome.PI653439.fasta	genome	PI653439	ASM_PI653439				
/home/labuser/rdcheng/gd/manual_files/genome.PMS 10B.fasta	genome	PMS 10B	ASM_PMS 10B				
