assembly_code	accession	assembly_accession	assembly_name	species_code	assembly_level	biosample_accession	assembly_type	assembly_method	sequencing_technology	genome_size	chromosome_count	contig_count	n50	gc_content	reference	source_database	external_project	file_name	file_type	description
ASM_lemont_22cr	lemont_22cr		lemont_22cr genome assembly	ORYZA_SATIVA														genome.lemont_22cr.fasta	FASTA	
ASM_Lengshuigu 2	Lengshuigu 2		Lengshuigu 2 genome assembly	ORYZA_SATIVA														genome.Lengshuigu 2.fasta	FASTA	
ASM_Lengshuinuo	Lengshuinuo		Lengshuinuo genome assembly	ORYZA_SATIVA														genome.Lengshuinuo.fasta	FASTA	
ASM_LG31	LG31		LG31 genome assembly	ORYZA_SATIVA														genome.LG31.fasta	FASTA	
ASM_LG5	LG5		LG5 genome assembly	ORYZA_SATIVA														genome.LG5.fasta	FASTA	
ASM_Liming B	Liming B		Liming B genome assembly	ORYZA_SATIVA														genome.Liming B.fasta	FASTA	
ASM_Linguo	Linguo		Linguo genome assembly	ORYZA_SATIVA														genome.Linguo.fasta	FASTA	
ASM_Liusha 1	Liusha 1		Liusha 1 genome assembly	ORYZA_SATIVA														genome.Liusha 1.fasta	FASTA	
ASM_Liushizao	Liushizao		Liushizao genome assembly	ORYZA_SATIVA														genome.Liushizao.fasta	FASTA	
ASM_LJ	LJ		LJ genome assembly	ORYZA_SATIVA														genome.LJ.fasta	FASTA	
ASM_LK638S	LK638S		LK638S genome assembly	ORYZA_SATIVA														genome.LK638S.fasta	FASTA	
ASM_Longhuamaohu	Longhuamaohu		Longhuamaohu genome assembly	ORYZA_SATIVA														genome.Longhuamaohu.fasta	FASTA	
ASM_LTH	LTH		LTH genome assembly	ORYZA_SATIVA														genome.LTH.fasta	FASTA	
ASM_Lucaihao	Lucaihao		Lucaihao genome assembly	ORYZA_SATIVA														genome.Lucaihao.fasta	FASTA	
ASM_Luke 3	Luke 3		Luke 3 genome assembly	ORYZA_SATIVA														genome.Luke 3.fasta	FASTA	
ASM_Malaihong	Malaihong		Malaihong genome assembly	ORYZA_SATIVA														genome.Malaihong.fasta	FASTA	
ASM_Mamagu	Mamagu		Mamagu genome assembly	ORYZA_SATIVA														genome.Mamagu.fasta	FASTA	
ASM_Meihuanuo	Meihuanuo		Meihuanuo genome assembly	ORYZA_SATIVA														genome.Meihuanuo.fasta	FASTA	
ASM_Menjiading 2	Menjiading 2		Menjiading 2 genome assembly	ORYZA_SATIVA														genome.Menjiading 2.fasta	FASTA	
ASM_Menjiagao 1	Menjiagao 1		Menjiagao 1 genome assembly	ORYZA_SATIVA														genome.Menjiagao 1.fasta	FASTA	
ASM_MH63RS3	MH63RS3		MH63RS3 genome assembly	ORYZA_SATIVA														genome.MH63RS3.fasta	FASTA	
ASM_Minbeiwanxian	Minbeiwanxian		Minbeiwanxian genome assembly	ORYZA_SATIVA														genome.Minbeiwanxian.fasta	FASTA	
ASM_Mitak	Mitak		Mitak genome assembly	ORYZA_SATIVA														genome.Mitak.fasta	FASTA	
ASM_Miyang46	Miyang46		Miyang46 genome assembly	ORYZA_SATIVA														genome.Miyang46.fasta	FASTA	
ASM_Momi	Momi		Momi genome assembly	ORYZA_SATIVA														genome.Momi.fasta	FASTA	
ASM_Mowangguneiza	Mowangguneiza		Mowangguneiza genome assembly	ORYZA_SATIVA														genome.Mowangguneiza.fasta	FASTA	
ASM_Muguanuo	Muguanuo		Muguanuo genome assembly	ORYZA_SATIVA														genome.Muguanuo.fasta	FASTA	
ASM_Muxiqiu	Muxiqiu		Muxiqiu genome assembly	ORYZA_SATIVA														genome.Muxiqiu.fasta	FASTA	
ASM_N22_21cell	N22_21cell		N22_21cell genome assembly	ORYZA_SATIVA														genome.N22_21cell.fasta	FASTA	
ASM_N22_22cr	N22_22cr		N22_22cr genome assembly	ORYZA_SATIVA														genome.N22_22cr.fasta	FASTA	
ASM_Nabated A Smar	Nabated A Smar		Nabated A Smar genome assembly	ORYZA_SATIVA														genome.Nabated A Smar.fasta	FASTA	
ASM_NamRoo	NamRoo		NamRoo genome assembly	ORYZA_SATIVA														genome.NamRoo.fasta	FASTA	
ASM_Nangaogu	Nangaogu		Nangaogu genome assembly	ORYZA_SATIVA														genome.Nangaogu.fasta	FASTA	
ASM_Nanjing 11	Nanjing 11		Nanjing 11 genome assembly	ORYZA_SATIVA														genome.Nanjing 11.fasta	FASTA	
ASM_Nanoay P.A	Nanoay P.A		Nanoay P.A genome assembly	ORYZA_SATIVA														genome.Nanoay P.A.fasta	FASTA	
ASM_Nantehao	Nantehao		Nantehao genome assembly	ORYZA_SATIVA														genome.Nantehao.fasta	FASTA	
ASM_Nanxiongzaoyouzhan	Nanxiongzaoyouzhan		Nanxiongzaoyouzhan genome assembly	ORYZA_SATIVA														genome.Nanxiongzaoyouzhan.fasta	FASTA	
ASM_NG39	NG39		NG39 genome assembly	ORYZA_SATIVA														genome.NG39.fasta	FASTA	
ASM_NH265	NH265		NH265 genome assembly	ORYZA_SATIVA														genome.NH265.fasta	FASTA	
ASM_NH266	NH266		NH266 genome assembly	ORYZA_SATIVA														genome.NH266.fasta	FASTA	
ASM_NH267	NH267		NH267 genome assembly	ORYZA_SATIVA														genome.NH267.fasta	FASTA	
ASM_NH268	NH268		NH268 genome assembly	ORYZA_SATIVA														genome.NH268.fasta	FASTA	
ASM_NH269	NH269		NH269 genome assembly	ORYZA_SATIVA														genome.NH269.fasta	FASTA	
ASM_NH270	NH270		NH270 genome assembly	ORYZA_SATIVA														genome.NH270.fasta	FASTA	
ASM_NH271	NH271		NH271 genome assembly	ORYZA_SATIVA														genome.NH271.fasta	FASTA	
ASM_NH272	NH272		NH272 genome assembly	ORYZA_SATIVA														genome.NH272.fasta	FASTA	
ASM_NH273	NH273		NH273 genome assembly	ORYZA_SATIVA														genome.NH273.fasta	FASTA	
ASM_NH274	NH274		NH274 genome assembly	ORYZA_SATIVA														genome.NH274.fasta	FASTA	
ASM_NH275	NH275		NH275 genome assembly	ORYZA_SATIVA														genome.NH275.fasta	FASTA	
ASM_NH277	NH277		NH277 genome assembly	ORYZA_SATIVA														genome.NH277.fasta	FASTA	
ASM_NH278	NH278		NH278 genome assembly	ORYZA_SATIVA														genome.NH278.fasta	FASTA	
ASM_NH279	NH279		NH279 genome assembly	ORYZA_SATIVA														genome.NH279.fasta	FASTA	
ASM_NH280	NH280		NH280 genome assembly	ORYZA_SATIVA														genome.NH280.fasta	FASTA	
ASM_NH281	NH281		NH281 genome assembly	ORYZA_SATIVA														genome.NH281.fasta	FASTA	
ASM_NH282	NH282		NH282 genome assembly	ORYZA_SATIVA														genome.NH282.fasta	FASTA	
ASM_NH283	NH283		NH283 genome assembly	ORYZA_SATIVA														genome.NH283.fasta	FASTA	
ASM_NH284	NH284		NH284 genome assembly	ORYZA_SATIVA														genome.NH284.fasta	FASTA	
ASM_NH285	NH285		NH285 genome assembly	ORYZA_SATIVA														genome.NH285.fasta	FASTA	
ASM_NH286	NH286		NH286 genome assembly	ORYZA_SATIVA														genome.NH286.fasta	FASTA	
ASM_Ninghui 21	Ninghui 21		Ninghui 21 genome assembly	ORYZA_SATIVA														genome.Ninghui 21.fasta	FASTA	
ASM_Nipponbare	Nipponbare		Nipponbare genome assembly	ORYZA_SATIVA														genome.Nipponbare.fasta	FASTA	
ASM_NJ11	NJ11		NJ11 genome assembly	ORYZA_SATIVA														genome.NJ11.fasta	FASTA	
ASM_NJ6	NJ6		NJ6 genome assembly	ORYZA_SATIVA														genome.NJ6.fasta	FASTA	
ASM_No8	No8		No8 genome assembly	ORYZA_SATIVA														genome.No8.fasta	FASTA	
ASM_Npb-MSU	Npb-MSU		Npb-MSU genome assembly	ORYZA_SATIVA														genome.Npb-MSU.fasta	FASTA	
ASM_Npb-T2T	Npb-T2T		Npb-T2T genome assembly	ORYZA_SATIVA														genome.Npb-T2T.fasta	FASTA	
ASM_ObarRS3	ObarRS3		ObarRS3 genome assembly	ORYZA_SATIVA														genome.ObarRS3.fasta	FASTA	
ASM_OglaRS2	OglaRS2		OglaRS2 genome assembly	ORYZA_SATIVA														genome.OglaRS2.fasta	FASTA	
ASM_OgluRS3	OgluRS3		OgluRS3 genome assembly	ORYZA_SATIVA														genome.OgluRS3.fasta	FASTA	
ASM_OmerRS3	OmerRS3		OmerRS3 genome assembly	ORYZA_SATIVA														genome.OmerRS3.fasta	FASTA	
ASM_OnivRS2	OnivRS2		OnivRS2 genome assembly	ORYZA_SATIVA														genome.OnivRS2.fasta	FASTA	
ASM_OrufRS1	OrufRS1		OrufRS1 genome assembly	ORYZA_SATIVA														genome.OrufRS1.fasta	FASTA	
ASM_P1790-5-1M-4-5M-1B-3M-B	P1790-5-1M-4-5M-1B-3M-B		P1790-5-1M-4-5M-1B-3M-B genome assembly	ORYZA_SATIVA														genome.P1790-5-1M-4-5M-1B-3M-B.fasta	FASTA	
ASM_P64S	P64S		P64S genome assembly	ORYZA_SATIVA														genome.P64S.fasta	FASTA	
ASM_PA64S	PA64S		PA64S genome assembly	ORYZA_SATIVA														genome.PA64S.fasta	FASTA	
ASM_Pei C122	Pei C122		Pei C122 genome assembly	ORYZA_SATIVA														genome.Pei C122.fasta	FASTA	
ASM_PI653432	PI653432		PI653432 genome assembly	ORYZA_SATIVA														genome.PI653432.fasta	FASTA	
ASM_PI653439	PI653439		PI653439 genome assembly	ORYZA_SATIVA														genome.PI653439.fasta	FASTA	
ASM_PMS 10B	PMS 10B		PMS 10B genome assembly	ORYZA_SATIVA														genome.PMS 10B.fasta	FASTA	
ASM_PPR1	PPR1		PPR1 genome assembly	ORYZA_SATIVA														genome.PPR1.fasta	FASTA	
ASM_Qianchonglang2	Qianchonglang2		Qianchonglang2 genome assembly	ORYZA_SATIVA														genome.Qianchonglang2.fasta	FASTA	
ASM_Qingke	Qingke		Qingke genome assembly	ORYZA_SATIVA														genome.Qingke.fasta	FASTA	
ASM_Qingnuo Kyohatamochi	Qingnuo Kyohatamochi		Qingnuo Kyohatamochi genome assembly	ORYZA_SATIVA														genome.Qingnuo Kyohatamochi.fasta	FASTA	
ASM_Qingsiai 16B	Qingsiai 16B		Qingsiai 16B genome assembly	ORYZA_SATIVA														genome.Qingsiai 16B.fasta	FASTA	
ASM_Qitoubaigu3	Qitoubaigu3		Qitoubaigu3 genome assembly	ORYZA_SATIVA														genome.Qitoubaigu3.fasta	FASTA	
ASM_Qitougu	Qitougu		Qitougu genome assembly	ORYZA_SATIVA														genome.Qitougu.fasta	FASTA	
ASM_Qiuqianbai	Qiuqianbai		Qiuqianbai genome assembly	ORYZA_SATIVA														genome.Qiuqianbai.fasta	FASTA	
ASM_Qiutianxiaoting	Qiutianxiaoting		Qiutianxiaoting genome assembly	ORYZA_SATIVA														genome.Qiutianxiaoting.fasta	FASTA	
ASM_QUAN	QUAN		QUAN genome assembly	ORYZA_SATIVA														genome.QUAN.fasta	FASTA	
ASM_R42	R42		R42 genome assembly	ORYZA_SATIVA														genome.R42.fasta	FASTA	
ASM_R498	R498		R498 genome assembly	ORYZA_SATIVA														genome.R498.fasta	FASTA	
ASM_R527	R527		R527 genome assembly	ORYZA_SATIVA														genome.R527.fasta	FASTA	
ASM_R600	R600		R600 genome assembly	ORYZA_SATIVA														genome.R600.fasta	FASTA	
ASM_R70	R70		R70 genome assembly	ORYZA_SATIVA														genome.R70.fasta	FASTA	
ASM_R9311	R9311		R9311 genome assembly	ORYZA_SATIVA														genome.R9311.fasta	FASTA	
ASM_RD23	RD23		RD23 genome assembly	ORYZA_SATIVA														genome.RD23.fasta	FASTA	
ASM_Rohini	Rohini		Rohini genome assembly	ORYZA_SATIVA														genome.Rohini.fasta	FASTA	
ASM_RP 1570-44-1	RP 1570-44-1		RP 1570-44-1 genome assembly	ORYZA_SATIVA														genome.RP 1570-44-1.fasta	FASTA	
ASM_RP-Bio-226	RP-Bio-226		RP-Bio-226 genome assembly	ORYZA_SATIVA														genome.RP-Bio-226.fasta	FASTA	
ASM_RY2	RY2		RY2 genome assembly	ORYZA_SATIVA														genome.RY2.fasta	FASTA	
ASM_S548	S548		S548 genome assembly	ORYZA_SATIVA														genome.S548.fasta	FASTA	
ASM_Sanbaili	Sanbaili		Sanbaili genome assembly	ORYZA_SATIVA														genome.Sanbaili.fasta	FASTA	
ASM_SanQishiluo	SanQishiluo		SanQishiluo genome assembly	ORYZA_SATIVA														genome.SanQishiluo.fasta	FASTA	
ASM_Sansuijin	Sansuijin		Sansuijin genome assembly	ORYZA_SATIVA														genome.Sansuijin.fasta	FASTA	
ASM_Sasa	Sasa		Sasa genome assembly	ORYZA_SATIVA														genome.Sasa.fasta	FASTA	
ASM_Seln 244A6-20	Seln 244A6-20		Seln 244A6-20 genome assembly	ORYZA_SATIVA														genome.Seln 244A6-20.fasta	FASTA	
ASM_Shufeng 101	Shufeng 101		Shufeng 101 genome assembly	ORYZA_SATIVA														genome.Shufeng 101.fasta	FASTA	
ASM_SLK 2-18-2	SLK 2-18-2		SLK 2-18-2 genome assembly	ORYZA_SATIVA														genome.SLK 2-18-2.fasta	FASTA	
ASM_SN265	SN265		SN265 genome assembly	ORYZA_SATIVA														genome.SN265.fasta	FASTA	
ASM_Sri Lanka 1	Sri Lanka 1		Sri Lanka 1 genome assembly	ORYZA_SATIVA														genome.Sri Lanka 1.fasta	FASTA	
ASM_Taidongludao	Taidongludao		Taidongludao genome assembly	ORYZA_SATIVA														genome.Taidongludao.fasta	FASTA	
ASM_Taishannuo	Taishannuo		Taishannuo genome assembly	ORYZA_SATIVA														genome.Taishannuo.fasta	FASTA	
ASM_Taizhongzailai 1	Taizhongzailai 1		Taizhongzailai 1 genome assembly	ORYZA_SATIVA														genome.Taizhongzailai 1.fasta	FASTA	
ASM_Teqingxuanhui	Teqingxuanhui		Teqingxuanhui genome assembly	ORYZA_SATIVA														genome.Teqingxuanhui.fasta	FASTA	
ASM_Tetep	Tetep		Tetep genome assembly	ORYZA_SATIVA														genome.Tetep.fasta	FASTA	
ASM_TF	TF		TF genome assembly	ORYZA_SATIVA														genome.TF.fasta	FASTA	
ASM_TG1	TG1		TG1 genome assembly	ORYZA_SATIVA														genome.TG1.fasta	FASTA	
ASM_TG10	TG10		TG10 genome assembly	ORYZA_SATIVA														genome.TG10.fasta	FASTA	
ASM_TG11	TG11		TG11 genome assembly	ORYZA_SATIVA														genome.TG11.fasta	FASTA	
ASM_TG12	TG12		TG12 genome assembly	ORYZA_SATIVA														genome.TG12.fasta	FASTA	
ASM_TG13	TG13		TG13 genome assembly	ORYZA_SATIVA														genome.TG13.fasta	FASTA	
ASM_TG14	TG14		TG14 genome assembly	ORYZA_SATIVA														genome.TG14.fasta	FASTA	
ASM_TG15	TG15		TG15 genome assembly	ORYZA_SATIVA														genome.TG15.fasta	FASTA	
ASM_TG16	TG16		TG16 genome assembly	ORYZA_SATIVA														genome.TG16.fasta	FASTA	
ASM_TG17	TG17		TG17 genome assembly	ORYZA_SATIVA														genome.TG17.fasta	FASTA	
ASM_TG18	TG18		TG18 genome assembly	ORYZA_SATIVA														genome.TG18.fasta	FASTA	
ASM_TG19	TG19		TG19 genome assembly	ORYZA_SATIVA														genome.TG19.fasta	FASTA	
ASM_TG2	TG2		TG2 genome assembly	ORYZA_SATIVA														genome.TG2.fasta	FASTA	
ASM_TG21	TG21		TG21 genome assembly	ORYZA_SATIVA														genome.TG21.fasta	FASTA	
ASM_TG22	TG22		TG22 genome assembly	ORYZA_SATIVA														genome.TG22.fasta	FASTA	
ASM_TG24	TG24		TG24 genome assembly	ORYZA_SATIVA														genome.TG24.fasta	FASTA	
ASM_TG27	TG27		TG27 genome assembly	ORYZA_SATIVA														genome.TG27.fasta	FASTA	
ASM_TG28	TG28		TG28 genome assembly	ORYZA_SATIVA														genome.TG28.fasta	FASTA	
ASM_TG29	TG29		TG29 genome assembly	ORYZA_SATIVA														genome.TG29.fasta	FASTA	
ASM_TG3	TG3		TG3 genome assembly	ORYZA_SATIVA														genome.TG3.fasta	FASTA	
ASM_TG30	TG30		TG30 genome assembly	ORYZA_SATIVA														genome.TG30.fasta	FASTA	
ASM_TG31	TG31		TG31 genome assembly	ORYZA_SATIVA														genome.TG31.fasta	FASTA	
ASM_TG32	TG32		TG32 genome assembly	ORYZA_SATIVA														genome.TG32.fasta	FASTA	
ASM_TG33	TG33		TG33 genome assembly	ORYZA_SATIVA														genome.TG33.fasta	FASTA	
ASM_TG34	TG34		TG34 genome assembly	ORYZA_SATIVA														genome.TG34.fasta	FASTA	
ASM_TG4	TG4		TG4 genome assembly	ORYZA_SATIVA														genome.TG4.fasta	FASTA	
ASM_TG42	TG42		TG42 genome assembly	ORYZA_SATIVA														genome.TG42.fasta	FASTA	
ASM_TG43	TG43		TG43 genome assembly	ORYZA_SATIVA														genome.TG43.fasta	FASTA	
ASM_TG45	TG45		TG45 genome assembly	ORYZA_SATIVA														genome.TG45.fasta	FASTA	
ASM_TG46	TG46		TG46 genome assembly	ORYZA_SATIVA														genome.TG46.fasta	FASTA	
ASM_TG49	TG49		TG49 genome assembly	ORYZA_SATIVA														genome.TG49.fasta	FASTA	
ASM_TG5	TG5		TG5 genome assembly	ORYZA_SATIVA														genome.TG5.fasta	FASTA	
ASM_TG50	TG50		TG50 genome assembly	ORYZA_SATIVA														genome.TG50.fasta	FASTA	
ASM_TG51	TG51		TG51 genome assembly	ORYZA_SATIVA														genome.TG51.fasta	FASTA	
ASM_TG53	TG53		TG53 genome assembly	ORYZA_SATIVA														genome.TG53.fasta	FASTA	
ASM_TG54	TG54		TG54 genome assembly	ORYZA_SATIVA														genome.TG54.fasta	FASTA	
ASM_TG55	TG55		TG55 genome assembly	ORYZA_SATIVA														genome.TG55.fasta	FASTA	
ASM_TG56	TG56		TG56 genome assembly	ORYZA_SATIVA														genome.TG56.fasta	FASTA	
ASM_TG58	TG58		TG58 genome assembly	ORYZA_SATIVA														genome.TG58.fasta	FASTA	
ASM_TG59	TG59		TG59 genome assembly	ORYZA_SATIVA														genome.TG59.fasta	FASTA	
ASM_TG6	TG6		TG6 genome assembly	ORYZA_SATIVA														genome.TG6.fasta	FASTA	
ASM_TG60	TG60		TG60 genome assembly	ORYZA_SATIVA														genome.TG60.fasta	FASTA	
ASM_TG61	TG61		TG61 genome assembly	ORYZA_SATIVA														genome.TG61.fasta	FASTA	
ASM_TG62	TG62		TG62 genome assembly	ORYZA_SATIVA														genome.TG62.fasta	FASTA	
ASM_TG63	TG63		TG63 genome assembly	ORYZA_SATIVA														genome.TG63.fasta	FASTA	
ASM_TG65	TG65		TG65 genome assembly	ORYZA_SATIVA														genome.TG65.fasta	FASTA	
ASM_TG68	TG68		TG68 genome assembly	ORYZA_SATIVA														genome.TG68.fasta	FASTA	
ASM_TG7	TG7		TG7 genome assembly	ORYZA_SATIVA														genome.TG7.fasta	FASTA	
ASM_TG70	TG70		TG70 genome assembly	ORYZA_SATIVA														genome.TG70.fasta	FASTA	
ASM_TG75	TG75		TG75 genome assembly	ORYZA_SATIVA														genome.TG75.fasta	FASTA	
ASM_TG76	TG76		TG76 genome assembly	ORYZA_SATIVA														genome.TG76.fasta	FASTA	
ASM_TG77	TG77		TG77 genome assembly	ORYZA_SATIVA														genome.TG77.fasta	FASTA	
ASM_TG78	TG78		TG78 genome assembly	ORYZA_SATIVA														genome.TG78.fasta	FASTA	
ASM_TG8	TG8		TG8 genome assembly	ORYZA_SATIVA														genome.TG8.fasta	FASTA	
ASM_TG80	TG80		TG80 genome assembly	ORYZA_SATIVA														genome.TG80.fasta	FASTA	
ASM_TG81	TG81		TG81 genome assembly	ORYZA_SATIVA														genome.TG81.fasta	FASTA	
ASM_TG82	TG82		TG82 genome assembly	ORYZA_SATIVA														genome.TG82.fasta	FASTA	
ASM_TG83	TG83		TG83 genome assembly	ORYZA_SATIVA														genome.TG83.fasta	FASTA	
ASM_TG84	TG84		TG84 genome assembly	ORYZA_SATIVA														genome.TG84.fasta	FASTA	
ASM_TG86	TG86		TG86 genome assembly	ORYZA_SATIVA														genome.TG86.fasta	FASTA	
ASM_TG87	TG87		TG87 genome assembly	ORYZA_SATIVA														genome.TG87.fasta	FASTA	
ASM_TG88	TG88		TG88 genome assembly	ORYZA_SATIVA														genome.TG88.fasta	FASTA	
ASM_TG9	TG9		TG9 genome assembly	ORYZA_SATIVA														genome.TG9.fasta	FASTA	
ASM_TG90	TG90		TG90 genome assembly	ORYZA_SATIVA														genome.TG90.fasta	FASTA	
ASM_Tjantajan	Tjantajan		Tjantajan genome assembly	ORYZA_SATIVA														genome.Tjantajan.fasta	FASTA	
ASM_TM	TM		TM genome assembly	ORYZA_SATIVA														genome.TM.fasta	FASTA	
ASM_TN1	TN1		TN1 genome assembly	ORYZA_SATIVA														genome.TN1.fasta	FASTA	
ASM_Toyo	Toyo		Toyo genome assembly	ORYZA_SATIVA														genome.Toyo.fasta	FASTA	
ASM_TQ	TQ		TQ genome assembly	ORYZA_SATIVA														genome.TQ.fasta	FASTA	
ASM_Tumba	Tumba		Tumba genome assembly	ORYZA_SATIVA														genome.Tumba.fasta	FASTA	
ASM_Vietnam Zaodao	Vietnam Zaodao		Vietnam Zaodao genome assembly	ORYZA_SATIVA														genome.Vietnam Zaodao.fasta	FASTA	
ASM_W0103_PRJEB73710	W0103		W0103 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0103.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0107_PRJEB73710	W0107		W0107 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0107.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0108_PRJEB73710	W0108		W0108 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0108.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0133_PRJEB73710	W0133		W0133 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0133.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0135_PRJEB73710	W0135		W0135 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0135.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0136_PRJEB73710	W0136		W0136 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0136.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0137_PRJEB73710	W0137		W0137 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0137.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0143_PRJEB73710	W0143		W0143 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0143.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0145_PRJEB73710	W0145		W0145 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0145.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0147_PRJEB73710	W0147		W0147 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0147.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0149_PRJEB73710	W0149		W0149 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0149.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0157_PRJEB73710	W0157		W0157 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0157.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0164_PRJEB73710	W0164		W0164 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0164.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0166_PRJEB73710	W0166		W0166 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0166.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0169_PRJEB73710	W0169		W0169 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0169.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0171_PRJEB73710	W0171		W0171 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0171.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0179_PRJEB73710	W0179		W0179 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0179.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0180_PRJEB73710	W0180		W0180 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0180.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0234_PRJEB73710	W0234		W0234 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0234.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0573_PRJEB73710	W0573		W0573 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0573.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0590_PRJEB73710	W0590		W0590 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0590.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0594_PRJEB73710	W0594		W0594 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0594.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0596_PRJEB73710	W0596		W0596 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0596.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0600_PRJEB73710	W0600		W0600 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0600.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0627_PRJEB73710	W0627		W0627 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0627.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0630_PRJEB73710	W0630		W0630 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0630.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0632_PRJEB73710	W0632		W0632 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0632.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0634_PRJEB73710	W0634		W0634 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0634.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
ASM_W0639_PRJEB73710	W0639		W0639 genome assembly	ORYZA_RUFIPOGON	chromosome										Nipponbare (日本晴)	Figshare	PRJEB73710	genome.W0639.fasta	FASTA	Wild and cultivated rice pangenome genome assembly
