sample_code	sample_name	species_code	accession	tissue	treatment	replicate	data_type	description	experiment_accession	biosample_accession	run_count	run_accessions	ena_study	instrument_platform	instrument_model
ERX12707498	W1742_leaf	ORYZA_RUFIPOGON	W1742	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396786; ENA_sample=ERS18417367; Experiment=ERX12707498; Run=ERR13336532; source=ENA PRJEB73710	ERX12707498	SAMEA115396786	1	ERR13336532	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707645	W1742_root	ORYZA_RUFIPOGON	W1742	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396786; ENA_sample=ERS18417367; Experiment=ERX12707645; Run=ERR13336679; source=ENA PRJEB73710	ERX12707645	SAMEA115396786	1	ERR13336679	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707226	W1748_fringe	ORYZA_RUFIPOGON	W1748	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396787; ENA_sample=ERS18417368; Experiment=ERX12707226; Run=ERR13336260; source=ENA PRJEB73710	ERX12707226	SAMEA115396787	1	ERR13336260	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707356	W1748_seedling	ORYZA_RUFIPOGON	W1748	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396787; ENA_sample=ERS18417368; Experiment=ERX12707356; Run=ERR13336390; source=ENA PRJEB73710	ERX12707356	SAMEA115396787	1	ERR13336390	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707499	W1748_leaf	ORYZA_RUFIPOGON	W1748	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396787; ENA_sample=ERS18417368; Experiment=ERX12707499; Run=ERR13336533; source=ENA PRJEB73710	ERX12707499	SAMEA115396787	1	ERR13336533	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707646	W1748_root	ORYZA_RUFIPOGON	W1748	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396787; ENA_sample=ERS18417368; Experiment=ERX12707646; Run=ERR13336680; source=ENA PRJEB73710	ERX12707646	SAMEA115396787	1	ERR13336680	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707227	W1750_fringe	ORYZA_RUFIPOGON	W1750	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396788; ENA_sample=ERS18417369; Experiment=ERX12707227; Run=ERR13336261; source=ENA PRJEB73710	ERX12707227	SAMEA115396788	1	ERR13336261	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707357	W1750_seedling	ORYZA_RUFIPOGON	W1750	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396788; ENA_sample=ERS18417369; Experiment=ERX12707357; Run=ERR13336391; source=ENA PRJEB73710	ERX12707357	SAMEA115396788	1	ERR13336391	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707500	W1750_leaf	ORYZA_RUFIPOGON	W1750	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396788; ENA_sample=ERS18417369; Experiment=ERX12707500; Run=ERR13336534; source=ENA PRJEB73710	ERX12707500	SAMEA115396788	1	ERR13336534	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707647	W1750_root	ORYZA_RUFIPOGON	W1750	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396788; ENA_sample=ERS18417369; Experiment=ERX12707647; Run=ERR13336681; source=ENA PRJEB73710	ERX12707647	SAMEA115396788	1	ERR13336681	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707228	W1777_fringe	ORYZA_RUFIPOGON	W1777	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396789; ENA_sample=ERS18417370; Experiment=ERX12707228; Run=ERR13336262; source=ENA PRJEB73710	ERX12707228	SAMEA115396789	1	ERR13336262	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707358	W1777_seedling	ORYZA_RUFIPOGON	W1777	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396789; ENA_sample=ERS18417370; Experiment=ERX12707358; Run=ERR13336392; source=ENA PRJEB73710	ERX12707358	SAMEA115396789	1	ERR13336392	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707501	W1777_leaf	ORYZA_RUFIPOGON	W1777	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396789; ENA_sample=ERS18417370; Experiment=ERX12707501; Run=ERR13336535; source=ENA PRJEB73710	ERX12707501	SAMEA115396789	1	ERR13336535	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707648	W1777_root	ORYZA_RUFIPOGON	W1777	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396789; ENA_sample=ERS18417370; Experiment=ERX12707648; Run=ERR13336682; source=ENA PRJEB73710	ERX12707648	SAMEA115396789	1	ERR13336682	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707229	W1783_fringe	ORYZA_RUFIPOGON	W1783	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396790; ENA_sample=ERS18417371; Experiment=ERX12707229; Run=ERR13336263; source=ENA PRJEB73710	ERX12707229	SAMEA115396790	1	ERR13336263	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707359	W1783_seedling	ORYZA_RUFIPOGON	W1783	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396790; ENA_sample=ERS18417371; Experiment=ERX12707359; Run=ERR13336393; source=ENA PRJEB73710	ERX12707359	SAMEA115396790	1	ERR13336393	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707502	W1783_leaf	ORYZA_RUFIPOGON	W1783	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396790; ENA_sample=ERS18417371; Experiment=ERX12707502; Run=ERR13336536; source=ENA PRJEB73710	ERX12707502	SAMEA115396790	1	ERR13336536	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707649	W1783_root	ORYZA_RUFIPOGON	W1783	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396790; ENA_sample=ERS18417371; Experiment=ERX12707649; Run=ERR13336683; source=ENA PRJEB73710	ERX12707649	SAMEA115396790	1	ERR13336683	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707230	W1787_fringe	ORYZA_RUFIPOGON	W1787	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396791; ENA_sample=ERS18417372; Experiment=ERX12707230; Run=ERR13336264; source=ENA PRJEB73710	ERX12707230	SAMEA115396791	1	ERR13336264	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707360	W1787_seedling	ORYZA_RUFIPOGON	W1787	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396791; ENA_sample=ERS18417372; Experiment=ERX12707360; Run=ERR13336394; source=ENA PRJEB73710	ERX12707360	SAMEA115396791	1	ERR13336394	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707503	W1787_leaf	ORYZA_RUFIPOGON	W1787	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396791; ENA_sample=ERS18417372; Experiment=ERX12707503; Run=ERR13336537; source=ENA PRJEB73710	ERX12707503	SAMEA115396791	1	ERR13336537	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707650	W1787_root	ORYZA_RUFIPOGON	W1787	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396791; ENA_sample=ERS18417372; Experiment=ERX12707650; Run=ERR13336684; source=ENA PRJEB73710	ERX12707650	SAMEA115396791	1	ERR13336684	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707231	W1809_fringe	ORYZA_RUFIPOGON	W1809	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396792; ENA_sample=ERS18417373; Experiment=ERX12707231; Run=ERR13336265; source=ENA PRJEB73710	ERX12707231	SAMEA115396792	1	ERR13336265	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707361	W1809_seedling	ORYZA_RUFIPOGON	W1809	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396792; ENA_sample=ERS18417373; Experiment=ERX12707361; Run=ERR13336395; source=ENA PRJEB73710	ERX12707361	SAMEA115396792	1	ERR13336395	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707504	W1809_leaf	ORYZA_RUFIPOGON	W1809	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396792; ENA_sample=ERS18417373; Experiment=ERX12707504; Run=ERR13336538; source=ENA PRJEB73710	ERX12707504	SAMEA115396792	1	ERR13336538	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707651	W1809_root	ORYZA_RUFIPOGON	W1809	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396792; ENA_sample=ERS18417373; Experiment=ERX12707651; Run=ERR13336685; source=ENA PRJEB73710	ERX12707651	SAMEA115396792	1	ERR13336685	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707232	W1810_fringe	ORYZA_RUFIPOGON	W1810	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396793; ENA_sample=ERS18417374; Experiment=ERX12707232; Run=ERR13336266; source=ENA PRJEB73710	ERX12707232	SAMEA115396793	1	ERR13336266	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707362	W1810_seedling	ORYZA_RUFIPOGON	W1810	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396793; ENA_sample=ERS18417374; Experiment=ERX12707362; Run=ERR13336396; source=ENA PRJEB73710	ERX12707362	SAMEA115396793	1	ERR13336396	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707505	W1810_leaf	ORYZA_RUFIPOGON	W1810	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396793; ENA_sample=ERS18417374; Experiment=ERX12707505; Run=ERR13336539; source=ENA PRJEB73710	ERX12707505	SAMEA115396793	1	ERR13336539	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707652	W1810_root	ORYZA_RUFIPOGON	W1810	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396793; ENA_sample=ERS18417374; Experiment=ERX12707652; Run=ERR13336686; source=ENA PRJEB73710	ERX12707652	SAMEA115396793	1	ERR13336686	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707233	W1825_fringe	ORYZA_RUFIPOGON	W1825	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396794; ENA_sample=ERS18417375; Experiment=ERX12707233; Run=ERR13336267; source=ENA PRJEB73710	ERX12707233	SAMEA115396794	1	ERR13336267	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707363	W1825_seedling	ORYZA_RUFIPOGON	W1825	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396794; ENA_sample=ERS18417375; Experiment=ERX12707363; Run=ERR13336397; source=ENA PRJEB73710	ERX12707363	SAMEA115396794	1	ERR13336397	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707506	W1825_leaf	ORYZA_RUFIPOGON	W1825	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396794; ENA_sample=ERS18417375; Experiment=ERX12707506; Run=ERR13336540; source=ENA PRJEB73710	ERX12707506	SAMEA115396794	1	ERR13336540	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707653	W1825_root	ORYZA_RUFIPOGON	W1825	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396794; ENA_sample=ERS18417375; Experiment=ERX12707653; Run=ERR13336687; source=ENA PRJEB73710	ERX12707653	SAMEA115396794	1	ERR13336687	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707234	W1839_fringe	ORYZA_RUFIPOGON	W1839	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396795; ENA_sample=ERS18417376; Experiment=ERX12707234; Run=ERR13336268; source=ENA PRJEB73710	ERX12707234	SAMEA115396795	1	ERR13336268	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707364	W1839_seedling	ORYZA_RUFIPOGON	W1839	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396795; ENA_sample=ERS18417376; Experiment=ERX12707364; Run=ERR13336398; source=ENA PRJEB73710	ERX12707364	SAMEA115396795	1	ERR13336398	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707507	W1839_leaf	ORYZA_RUFIPOGON	W1839	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396795; ENA_sample=ERS18417376; Experiment=ERX12707507; Run=ERR13336541; source=ENA PRJEB73710	ERX12707507	SAMEA115396795	1	ERR13336541	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707654	W1839_root	ORYZA_RUFIPOGON	W1839	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396795; ENA_sample=ERS18417376; Experiment=ERX12707654; Run=ERR13336688; source=ENA PRJEB73710	ERX12707654	SAMEA115396795	1	ERR13336688	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707235	W1859_fringe	ORYZA_RUFIPOGON	W1859	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396796; ENA_sample=ERS18417377; Experiment=ERX12707235; Run=ERR13336269; source=ENA PRJEB73710	ERX12707235	SAMEA115396796	1	ERR13336269	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707365	W1859_seedling	ORYZA_RUFIPOGON	W1859	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396796; ENA_sample=ERS18417377; Experiment=ERX12707365; Run=ERR13336399; source=ENA PRJEB73710	ERX12707365	SAMEA115396796	1	ERR13336399	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707508	W1859_leaf	ORYZA_RUFIPOGON	W1859	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396796; ENA_sample=ERS18417377; Experiment=ERX12707508; Run=ERR13336542; source=ENA PRJEB73710	ERX12707508	SAMEA115396796	1	ERR13336542	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707655	W1859_root	ORYZA_RUFIPOGON	W1859	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396796; ENA_sample=ERS18417377; Experiment=ERX12707655; Run=ERR13336689; source=ENA PRJEB73710	ERX12707655	SAMEA115396796	1	ERR13336689	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707366	W1865_seedling	ORYZA_RUFIPOGON	W1865	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396797; ENA_sample=ERS18417378; Experiment=ERX12707366; Run=ERR13336400; source=ENA PRJEB73710	ERX12707366	SAMEA115396797	1	ERR13336400	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707509	W1865_leaf	ORYZA_RUFIPOGON	W1865	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396797; ENA_sample=ERS18417378; Experiment=ERX12707509; Run=ERR13336543; source=ENA PRJEB73710	ERX12707509	SAMEA115396797	1	ERR13336543	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707656	W1865_root	ORYZA_RUFIPOGON	W1865	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396797; ENA_sample=ERS18417378; Experiment=ERX12707656; Run=ERR13336690; source=ENA PRJEB73710	ERX12707656	SAMEA115396797	1	ERR13336690	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707236	W1880_fringe	ORYZA_RUFIPOGON	W1880	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396798; ENA_sample=ERS18417379; Experiment=ERX12707236; Run=ERR13336270; source=ENA PRJEB73710	ERX12707236	SAMEA115396798	1	ERR13336270	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707367	W1880_seedling	ORYZA_RUFIPOGON	W1880	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396798; ENA_sample=ERS18417379; Experiment=ERX12707367; Run=ERR13336401; source=ENA PRJEB73710	ERX12707367	SAMEA115396798	1	ERR13336401	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707510	W1880_leaf	ORYZA_RUFIPOGON	W1880	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396798; ENA_sample=ERS18417379; Experiment=ERX12707510; Run=ERR13336544; source=ENA PRJEB73710	ERX12707510	SAMEA115396798	1	ERR13336544	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707657	W1880_root	ORYZA_RUFIPOGON	W1880	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396798; ENA_sample=ERS18417379; Experiment=ERX12707657; Run=ERR13336691; source=ENA PRJEB73710	ERX12707657	SAMEA115396798	1	ERR13336691	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707237	W1890_fringe	ORYZA_RUFIPOGON	W1890	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396799; ENA_sample=ERS18417380; Experiment=ERX12707237; Run=ERR13336271; source=ENA PRJEB73710	ERX12707237	SAMEA115396799	1	ERR13336271	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707368	W1890_seedling	ORYZA_RUFIPOGON	W1890	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396799; ENA_sample=ERS18417380; Experiment=ERX12707368; Run=ERR13336402; source=ENA PRJEB73710	ERX12707368	SAMEA115396799	1	ERR13336402	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707511	W1890_leaf	ORYZA_RUFIPOGON	W1890	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396799; ENA_sample=ERS18417380; Experiment=ERX12707511; Run=ERR13336545; source=ENA PRJEB73710	ERX12707511	SAMEA115396799	1	ERR13336545	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707658	W1890_root	ORYZA_RUFIPOGON	W1890	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396799; ENA_sample=ERS18417380; Experiment=ERX12707658; Run=ERR13336692; source=ENA PRJEB73710	ERX12707658	SAMEA115396799	1	ERR13336692	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707512	W1895_leaf	ORYZA_RUFIPOGON	W1895	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396800; ENA_sample=ERS18417381; Experiment=ERX12707512; Run=ERR13336546; source=ENA PRJEB73710	ERX12707512	SAMEA115396800	1	ERR13336546	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707659	W1895_root	ORYZA_RUFIPOGON	W1895	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396800; ENA_sample=ERS18417381; Experiment=ERX12707659; Run=ERR13336693; source=ENA PRJEB73710	ERX12707659	SAMEA115396800	1	ERR13336693	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707513	W1919_leaf	ORYZA_RUFIPOGON	W1919	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396801; ENA_sample=ERS18417382; Experiment=ERX12707513; Run=ERR13336547; source=ENA PRJEB73710	ERX12707513	SAMEA115396801	1	ERR13336547	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707660	W1919_root	ORYZA_RUFIPOGON	W1919	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396801; ENA_sample=ERS18417382; Experiment=ERX12707660; Run=ERR13336694; source=ENA PRJEB73710	ERX12707660	SAMEA115396801	1	ERR13336694	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707238	W1943_fringe	ORYZA_RUFIPOGON	W1943	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396802; ENA_sample=ERS18417383; Experiment=ERX12707238; Run=ERR13336272; source=ENA PRJEB73710	ERX12707238	SAMEA115396802	1	ERR13336272	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707369	W1943_seedling	ORYZA_RUFIPOGON	W1943	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396802; ENA_sample=ERS18417383; Experiment=ERX12707369; Run=ERR13336403; source=ENA PRJEB73710	ERX12707369	SAMEA115396802	1	ERR13336403	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707514	W1943_leaf	ORYZA_RUFIPOGON	W1943	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396802; ENA_sample=ERS18417383; Experiment=ERX12707514; Run=ERR13336548; source=ENA PRJEB73710	ERX12707514	SAMEA115396802	1	ERR13336548	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707661	W1943_root	ORYZA_RUFIPOGON	W1943	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396802; ENA_sample=ERS18417383; Experiment=ERX12707661; Run=ERR13336695; source=ENA PRJEB73710	ERX12707661	SAMEA115396802	1	ERR13336695	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707239	W1970_fringe	ORYZA_RUFIPOGON	W1970	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396804; ENA_sample=ERS18417385; Experiment=ERX12707239; Run=ERR13336273; source=ENA PRJEB73710	ERX12707239	SAMEA115396804	1	ERR13336273	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707370	W1970_seedling	ORYZA_RUFIPOGON	W1970	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396804; ENA_sample=ERS18417385; Experiment=ERX12707370; Run=ERR13336404; source=ENA PRJEB73710	ERX12707370	SAMEA115396804	1	ERR13336404	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707515	W1970_leaf	ORYZA_RUFIPOGON	W1970	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396804; ENA_sample=ERS18417385; Experiment=ERX12707515; Run=ERR13336549; source=ENA PRJEB73710	ERX12707515	SAMEA115396804	1	ERR13336549	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707662	W1970_root	ORYZA_RUFIPOGON	W1970	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396804; ENA_sample=ERS18417385; Experiment=ERX12707662; Run=ERR13336696; source=ENA PRJEB73710	ERX12707662	SAMEA115396804	1	ERR13336696	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707240	W1976_fringe	ORYZA_RUFIPOGON	W1976	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396805; ENA_sample=ERS18417386; Experiment=ERX12707240; Run=ERR13336274; source=ENA PRJEB73710	ERX12707240	SAMEA115396805	1	ERR13336274	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707371	W1976_seedling	ORYZA_RUFIPOGON	W1976	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396805; ENA_sample=ERS18417386; Experiment=ERX12707371; Run=ERR13336405; source=ENA PRJEB73710	ERX12707371	SAMEA115396805	1	ERR13336405	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707516	W1976_leaf	ORYZA_RUFIPOGON	W1976	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396805; ENA_sample=ERS18417386; Experiment=ERX12707516; Run=ERR13336550; source=ENA PRJEB73710	ERX12707516	SAMEA115396805	1	ERR13336550	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707663	W1976_root	ORYZA_RUFIPOGON	W1976	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396805; ENA_sample=ERS18417386; Experiment=ERX12707663; Run=ERR13336697; source=ENA PRJEB73710	ERX12707663	SAMEA115396805	1	ERR13336697	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707241	W2005_fringe	ORYZA_RUFIPOGON	W2005	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396806; ENA_sample=ERS18417387; Experiment=ERX12707241; Run=ERR13336275; source=ENA PRJEB73710	ERX12707241	SAMEA115396806	1	ERR13336275	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707372	W2005_seedling	ORYZA_RUFIPOGON	W2005	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396806; ENA_sample=ERS18417387; Experiment=ERX12707372; Run=ERR13336406; source=ENA PRJEB73710	ERX12707372	SAMEA115396806	1	ERR13336406	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707517	W2005_leaf	ORYZA_RUFIPOGON	W2005	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396806; ENA_sample=ERS18417387; Experiment=ERX12707517; Run=ERR13336551; source=ENA PRJEB73710	ERX12707517	SAMEA115396806	1	ERR13336551	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707664	W2005_root	ORYZA_RUFIPOGON	W2005	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396806; ENA_sample=ERS18417387; Experiment=ERX12707664; Run=ERR13336698; source=ENA PRJEB73710	ERX12707664	SAMEA115396806	1	ERR13336698	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707242	W2022_fringe	ORYZA_RUFIPOGON	W2022	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396807; ENA_sample=ERS18417388; Experiment=ERX12707242; Run=ERR13336276; source=ENA PRJEB73710	ERX12707242	SAMEA115396807	1	ERR13336276	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707373	W2022_seedling	ORYZA_RUFIPOGON	W2022	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396807; ENA_sample=ERS18417388; Experiment=ERX12707373; Run=ERR13336407; source=ENA PRJEB73710	ERX12707373	SAMEA115396807	1	ERR13336407	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707518	W2022_leaf	ORYZA_RUFIPOGON	W2022	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396807; ENA_sample=ERS18417388; Experiment=ERX12707518; Run=ERR13336552; source=ENA PRJEB73710	ERX12707518	SAMEA115396807	1	ERR13336552	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707665	W2022_root	ORYZA_RUFIPOGON	W2022	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396807; ENA_sample=ERS18417388; Experiment=ERX12707665; Run=ERR13336699; source=ENA PRJEB73710	ERX12707665	SAMEA115396807	1	ERR13336699	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707243	W2036_fringe	ORYZA_RUFIPOGON	W2036	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396808; ENA_sample=ERS18417389; Experiment=ERX12707243; Run=ERR13336277; source=ENA PRJEB73710	ERX12707243	SAMEA115396808	1	ERR13336277	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707374	W2036_seedling	ORYZA_RUFIPOGON	W2036	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396808; ENA_sample=ERS18417389; Experiment=ERX12707374; Run=ERR13336408; source=ENA PRJEB73710	ERX12707374	SAMEA115396808	1	ERR13336408	ERP158450	ILLUMINA	Illumina HiSeq 4000
