sample_code	sample_name	species_code	accession	tissue	treatment	replicate	data_type	description	experiment_accession	biosample_accession	run_count	run_accessions	ena_study	instrument_platform	instrument_model
ERX12707172	Nipponbare_fringe	ORYZA_SATIVA	Nipponbare	fringe			RNA-Seq	scientific_name=Oryza sativa; BioSample=SAMEA115396723; ENA_sample=ERS18417304; Experiment=ERX12707172; Run=ERR13336206; source=ENA PRJEB73710	ERX12707172	SAMEA115396723	1	ERR13336206	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707294	Nipponbare_seedling	ORYZA_SATIVA	Nipponbare	seedling			RNA-Seq	scientific_name=Oryza sativa; BioSample=SAMEA115396723; ENA_sample=ERS18417304; Experiment=ERX12707294; Run=ERR13336328; source=ENA PRJEB73710	ERX12707294	SAMEA115396723	1	ERR13336328	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707431	Nipponbare_leaf	ORYZA_SATIVA	Nipponbare	leaf			RNA-Seq	scientific_name=Oryza sativa; BioSample=SAMEA115396723; ENA_sample=ERS18417304; Experiment=ERX12707431; Run=ERR13336465; source=ENA PRJEB73710	ERX12707431	SAMEA115396723	1	ERR13336465	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707580	Nipponbare_root	ORYZA_SATIVA	Nipponbare	root			RNA-Seq	scientific_name=Oryza sativa; BioSample=SAMEA115396723; ENA_sample=ERS18417304; Experiment=ERX12707580; Run=ERR13336614; source=ENA PRJEB73710	ERX12707580	SAMEA115396723	1	ERR13336614	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707174	W0103_fringe	ORYZA_RUFIPOGON	W0103	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396724; ENA_sample=ERS18417305; Experiment=ERX12707174; Run=ERR13336208; source=ENA PRJEB73710	ERX12707174	SAMEA115396724	1	ERR13336208	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707297	W0103_seedling	ORYZA_RUFIPOGON	W0103	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396724; ENA_sample=ERS18417305; Experiment=ERX12707297; Run=ERR13336331; source=ENA PRJEB73710	ERX12707297	SAMEA115396724	1	ERR13336331	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707436	W0103_leaf	ORYZA_RUFIPOGON	W0103	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396724; ENA_sample=ERS18417305; Experiment=ERX12707436; Run=ERR13336470; source=ENA PRJEB73710	ERX12707436	SAMEA115396724	1	ERR13336470	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707585	W0103_root	ORYZA_RUFIPOGON	W0103	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396724; ENA_sample=ERS18417305; Experiment=ERX12707585; Run=ERR13336619; source=ENA PRJEB73710	ERX12707585	SAMEA115396724	1	ERR13336619	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707175	W0107_fringe	ORYZA_RUFIPOGON	W0107	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396725; ENA_sample=ERS18417306; Experiment=ERX12707175; Run=ERR13336209; source=ENA PRJEB73710	ERX12707175	SAMEA115396725	1	ERR13336209	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707298	W0107_seedling	ORYZA_RUFIPOGON	W0107	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396725; ENA_sample=ERS18417306; Experiment=ERX12707298; Run=ERR13336332; source=ENA PRJEB73710	ERX12707298	SAMEA115396725	1	ERR13336332	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707437	W0107_leaf	ORYZA_RUFIPOGON	W0107	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396725; ENA_sample=ERS18417306; Experiment=ERX12707437; Run=ERR13336471; source=ENA PRJEB73710	ERX12707437	SAMEA115396725	1	ERR13336471	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707586	W0107_root	ORYZA_RUFIPOGON	W0107	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396725; ENA_sample=ERS18417306; Experiment=ERX12707586; Run=ERR13336620; source=ENA PRJEB73710	ERX12707586	SAMEA115396725	1	ERR13336620	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707176	W0108_fringe	ORYZA_RUFIPOGON	W0108	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396726; ENA_sample=ERS18417307; Experiment=ERX12707176; Run=ERR13336210; source=ENA PRJEB73710	ERX12707176	SAMEA115396726	1	ERR13336210	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707299	W0108_seedling	ORYZA_RUFIPOGON	W0108	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396726; ENA_sample=ERS18417307; Experiment=ERX12707299; Run=ERR13336333; source=ENA PRJEB73710	ERX12707299	SAMEA115396726	1	ERR13336333	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707438	W0108_leaf	ORYZA_RUFIPOGON	W0108	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396726; ENA_sample=ERS18417307; Experiment=ERX12707438; Run=ERR13336472; source=ENA PRJEB73710	ERX12707438	SAMEA115396726	1	ERR13336472	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707587	W0108_root	ORYZA_RUFIPOGON	W0108	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396726; ENA_sample=ERS18417307; Experiment=ERX12707587; Run=ERR13336621; source=ENA PRJEB73710	ERX12707587	SAMEA115396726	1	ERR13336621	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707177	W0133_fringe	ORYZA_RUFIPOGON	W0133	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396727; ENA_sample=ERS18417308; Experiment=ERX12707177; Run=ERR13336211; source=ENA PRJEB73710	ERX12707177	SAMEA115396727	1	ERR13336211	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707300	W0133_seedling	ORYZA_RUFIPOGON	W0133	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396727; ENA_sample=ERS18417308; Experiment=ERX12707300; Run=ERR13336334; source=ENA PRJEB73710	ERX12707300	SAMEA115396727	1	ERR13336334	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707439	W0133_leaf	ORYZA_RUFIPOGON	W0133	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396727; ENA_sample=ERS18417308; Experiment=ERX12707439; Run=ERR13336473; source=ENA PRJEB73710	ERX12707439	SAMEA115396727	1	ERR13336473	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707588	W0133_root	ORYZA_RUFIPOGON	W0133	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396727; ENA_sample=ERS18417308; Experiment=ERX12707588; Run=ERR13336622; source=ENA PRJEB73710	ERX12707588	SAMEA115396727	1	ERR13336622	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707178	W0135_fringe	ORYZA_RUFIPOGON	W0135	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396728; ENA_sample=ERS18417309; Experiment=ERX12707178; Run=ERR13336212; source=ENA PRJEB73710	ERX12707178	SAMEA115396728	1	ERR13336212	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707301	W0135_seedling	ORYZA_RUFIPOGON	W0135	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396728; ENA_sample=ERS18417309; Experiment=ERX12707301; Run=ERR13336335; source=ENA PRJEB73710	ERX12707301	SAMEA115396728	1	ERR13336335	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707440	W0135_leaf	ORYZA_RUFIPOGON	W0135	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396728; ENA_sample=ERS18417309; Experiment=ERX12707440; Run=ERR13336474; source=ENA PRJEB73710	ERX12707440	SAMEA115396728	1	ERR13336474	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707589	W0135_root	ORYZA_RUFIPOGON	W0135	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396728; ENA_sample=ERS18417309; Experiment=ERX12707589; Run=ERR13336623; source=ENA PRJEB73710	ERX12707589	SAMEA115396728	1	ERR13336623	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707179	W0136_fringe	ORYZA_RUFIPOGON	W0136	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396729; ENA_sample=ERS18417310; Experiment=ERX12707179; Run=ERR13336213; source=ENA PRJEB73710	ERX12707179	SAMEA115396729	1	ERR13336213	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707302	W0136_seedling	ORYZA_RUFIPOGON	W0136	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396729; ENA_sample=ERS18417310; Experiment=ERX12707302; Run=ERR13336336; source=ENA PRJEB73710	ERX12707302	SAMEA115396729	1	ERR13336336	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707441	W0136_leaf	ORYZA_RUFIPOGON	W0136	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396729; ENA_sample=ERS18417310; Experiment=ERX12707441; Run=ERR13336475; source=ENA PRJEB73710	ERX12707441	SAMEA115396729	1	ERR13336475	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707590	W0136_root	ORYZA_RUFIPOGON	W0136	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396729; ENA_sample=ERS18417310; Experiment=ERX12707590; Run=ERR13336624; source=ENA PRJEB73710	ERX12707590	SAMEA115396729	1	ERR13336624	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707180	W0137_fringe	ORYZA_RUFIPOGON	W0137	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396730; ENA_sample=ERS18417311; Experiment=ERX12707180; Run=ERR13336214; source=ENA PRJEB73710	ERX12707180	SAMEA115396730	1	ERR13336214	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707303	W0137_seedling	ORYZA_RUFIPOGON	W0137	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396730; ENA_sample=ERS18417311; Experiment=ERX12707303; Run=ERR13336337; source=ENA PRJEB73710	ERX12707303	SAMEA115396730	1	ERR13336337	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707442	W0137_leaf	ORYZA_RUFIPOGON	W0137	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396730; ENA_sample=ERS18417311; Experiment=ERX12707442; Run=ERR13336476; source=ENA PRJEB73710	ERX12707442	SAMEA115396730	1	ERR13336476	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707591	W0137_root	ORYZA_RUFIPOGON	W0137	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396730; ENA_sample=ERS18417311; Experiment=ERX12707591; Run=ERR13336625; source=ENA PRJEB73710	ERX12707591	SAMEA115396730	1	ERR13336625	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707443	W0143_leaf	ORYZA_RUFIPOGON	W0143	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396731; ENA_sample=ERS18417312; Experiment=ERX12707443; Run=ERR13336477; source=ENA PRJEB73710	ERX12707443	SAMEA115396731	1	ERR13336477	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707592	W0143_root	ORYZA_RUFIPOGON	W0143	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396731; ENA_sample=ERS18417312; Experiment=ERX12707592; Run=ERR13336626; source=ENA PRJEB73710	ERX12707592	SAMEA115396731	1	ERR13336626	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707181	W0145_fringe	ORYZA_RUFIPOGON	W0145	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396732; ENA_sample=ERS18417313; Experiment=ERX12707181; Run=ERR13336215; source=ENA PRJEB73710	ERX12707181	SAMEA115396732	1	ERR13336215	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707304	W0145_seedling	ORYZA_RUFIPOGON	W0145	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396732; ENA_sample=ERS18417313; Experiment=ERX12707304; Run=ERR13336338; source=ENA PRJEB73710	ERX12707304	SAMEA115396732	1	ERR13336338	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707444	W0145_leaf	ORYZA_RUFIPOGON	W0145	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396732; ENA_sample=ERS18417313; Experiment=ERX12707444; Run=ERR13336478; source=ENA PRJEB73710	ERX12707444	SAMEA115396732	1	ERR13336478	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707593	W0145_root	ORYZA_RUFIPOGON	W0145	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396732; ENA_sample=ERS18417313; Experiment=ERX12707593; Run=ERR13336627; source=ENA PRJEB73710	ERX12707593	SAMEA115396732	1	ERR13336627	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707182	W0147_fringe	ORYZA_RUFIPOGON	W0147	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396733; ENA_sample=ERS18417314; Experiment=ERX12707182; Run=ERR13336216; source=ENA PRJEB73710	ERX12707182	SAMEA115396733	1	ERR13336216	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707305	W0147_seedling	ORYZA_RUFIPOGON	W0147	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396733; ENA_sample=ERS18417314; Experiment=ERX12707305; Run=ERR13336339; source=ENA PRJEB73710	ERX12707305	SAMEA115396733	1	ERR13336339	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707445	W0147_leaf	ORYZA_RUFIPOGON	W0147	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396733; ENA_sample=ERS18417314; Experiment=ERX12707445; Run=ERR13336479; source=ENA PRJEB73710	ERX12707445	SAMEA115396733	1	ERR13336479	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707594	W0147_root	ORYZA_RUFIPOGON	W0147	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396733; ENA_sample=ERS18417314; Experiment=ERX12707594; Run=ERR13336628; source=ENA PRJEB73710	ERX12707594	SAMEA115396733	1	ERR13336628	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707183	W0149_fringe	ORYZA_RUFIPOGON	W0149	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396734; ENA_sample=ERS18417315; Experiment=ERX12707183; Run=ERR13336217; source=ENA PRJEB73710	ERX12707183	SAMEA115396734	1	ERR13336217	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707306	W0149_seedling	ORYZA_RUFIPOGON	W0149	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396734; ENA_sample=ERS18417315; Experiment=ERX12707306; Run=ERR13336340; source=ENA PRJEB73710	ERX12707306	SAMEA115396734	1	ERR13336340	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707446	W0149_leaf	ORYZA_RUFIPOGON	W0149	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396734; ENA_sample=ERS18417315; Experiment=ERX12707446; Run=ERR13336480; source=ENA PRJEB73710	ERX12707446	SAMEA115396734	1	ERR13336480	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707595	W0149_root	ORYZA_RUFIPOGON	W0149	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396734; ENA_sample=ERS18417315; Experiment=ERX12707595; Run=ERR13336629; source=ENA PRJEB73710	ERX12707595	SAMEA115396734	1	ERR13336629	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707184	W0157_fringe	ORYZA_RUFIPOGON	W0157	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396735; ENA_sample=ERS18417316; Experiment=ERX12707184; Run=ERR13336218; source=ENA PRJEB73710	ERX12707184	SAMEA115396735	1	ERR13336218	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707307	W0157_seedling	ORYZA_RUFIPOGON	W0157	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396735; ENA_sample=ERS18417316; Experiment=ERX12707307; Run=ERR13336341; source=ENA PRJEB73710	ERX12707307	SAMEA115396735	1	ERR13336341	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707447	W0157_leaf	ORYZA_RUFIPOGON	W0157	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396735; ENA_sample=ERS18417316; Experiment=ERX12707447; Run=ERR13336481; source=ENA PRJEB73710	ERX12707447	SAMEA115396735	1	ERR13336481	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707596	W0157_root	ORYZA_RUFIPOGON	W0157	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396735; ENA_sample=ERS18417316; Experiment=ERX12707596; Run=ERR13336630; source=ENA PRJEB73710	ERX12707596	SAMEA115396735	1	ERR13336630	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707185	W0164_fringe	ORYZA_RUFIPOGON	W0164	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396736; ENA_sample=ERS18417317; Experiment=ERX12707185; Run=ERR13336219; source=ENA PRJEB73710	ERX12707185	SAMEA115396736	1	ERR13336219	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707308	W0164_seedling	ORYZA_RUFIPOGON	W0164	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396736; ENA_sample=ERS18417317; Experiment=ERX12707308; Run=ERR13336342; source=ENA PRJEB73710	ERX12707308	SAMEA115396736	1	ERR13336342	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707448	W0164_leaf	ORYZA_RUFIPOGON	W0164	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396736; ENA_sample=ERS18417317; Experiment=ERX12707448; Run=ERR13336482; source=ENA PRJEB73710	ERX12707448	SAMEA115396736	1	ERR13336482	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707597	W0164_root	ORYZA_RUFIPOGON	W0164	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396736; ENA_sample=ERS18417317; Experiment=ERX12707597; Run=ERR13336631; source=ENA PRJEB73710	ERX12707597	SAMEA115396736	1	ERR13336631	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707186	W0166_fringe	ORYZA_RUFIPOGON	W0166	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396737; ENA_sample=ERS18417318; Experiment=ERX12707186; Run=ERR13336220; source=ENA PRJEB73710	ERX12707186	SAMEA115396737	1	ERR13336220	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707309	W0166_seedling	ORYZA_RUFIPOGON	W0166	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396737; ENA_sample=ERS18417318; Experiment=ERX12707309; Run=ERR13336343; source=ENA PRJEB73710	ERX12707309	SAMEA115396737	1	ERR13336343	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707449	W0166_leaf	ORYZA_RUFIPOGON	W0166	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396737; ENA_sample=ERS18417318; Experiment=ERX12707449; Run=ERR13336483; source=ENA PRJEB73710	ERX12707449	SAMEA115396737	1	ERR13336483	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707598	W0166_root	ORYZA_RUFIPOGON	W0166	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396737; ENA_sample=ERS18417318; Experiment=ERX12707598; Run=ERR13336632; source=ENA PRJEB73710	ERX12707598	SAMEA115396737	1	ERR13336632	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707187	W0169_fringe	ORYZA_RUFIPOGON	W0169	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396738; ENA_sample=ERS18417319; Experiment=ERX12707187; Run=ERR13336221; source=ENA PRJEB73710	ERX12707187	SAMEA115396738	1	ERR13336221	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707310	W0169_seedling	ORYZA_RUFIPOGON	W0169	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396738; ENA_sample=ERS18417319; Experiment=ERX12707310; Run=ERR13336344; source=ENA PRJEB73710	ERX12707310	SAMEA115396738	1	ERR13336344	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707450	W0169_leaf	ORYZA_RUFIPOGON	W0169	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396738; ENA_sample=ERS18417319; Experiment=ERX12707450; Run=ERR13336484; source=ENA PRJEB73710	ERX12707450	SAMEA115396738	1	ERR13336484	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707599	W0169_root	ORYZA_RUFIPOGON	W0169	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396738; ENA_sample=ERS18417319; Experiment=ERX12707599; Run=ERR13336633; source=ENA PRJEB73710	ERX12707599	SAMEA115396738	1	ERR13336633	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707188	W0171_fringe	ORYZA_RUFIPOGON	W0171	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396739; ENA_sample=ERS18417320; Experiment=ERX12707188; Run=ERR13336222; source=ENA PRJEB73710	ERX12707188	SAMEA115396739	1	ERR13336222	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707311	W0171_seedling	ORYZA_RUFIPOGON	W0171	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396739; ENA_sample=ERS18417320; Experiment=ERX12707311; Run=ERR13336345; source=ENA PRJEB73710	ERX12707311	SAMEA115396739	1	ERR13336345	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707451	W0171_leaf	ORYZA_RUFIPOGON	W0171	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396739; ENA_sample=ERS18417320; Experiment=ERX12707451; Run=ERR13336485; source=ENA PRJEB73710	ERX12707451	SAMEA115396739	1	ERR13336485	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707600	W0171_root	ORYZA_RUFIPOGON	W0171	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396739; ENA_sample=ERS18417320; Experiment=ERX12707600; Run=ERR13336634; source=ENA PRJEB73710	ERX12707600	SAMEA115396739	1	ERR13336634	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707189	W0179_fringe	ORYZA_RUFIPOGON	W0179	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396740; ENA_sample=ERS18417321; Experiment=ERX12707189; Run=ERR13336223; source=ENA PRJEB73710	ERX12707189	SAMEA115396740	1	ERR13336223	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707312	W0179_seedling	ORYZA_RUFIPOGON	W0179	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396740; ENA_sample=ERS18417321; Experiment=ERX12707312; Run=ERR13336346; source=ENA PRJEB73710	ERX12707312	SAMEA115396740	1	ERR13336346	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707452	W0179_leaf	ORYZA_RUFIPOGON	W0179	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396740; ENA_sample=ERS18417321; Experiment=ERX12707452; Run=ERR13336486; source=ENA PRJEB73710	ERX12707452	SAMEA115396740	1	ERR13336486	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707601	W0179_root	ORYZA_RUFIPOGON	W0179	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396740; ENA_sample=ERS18417321; Experiment=ERX12707601; Run=ERR13336635; source=ENA PRJEB73710	ERX12707601	SAMEA115396740	1	ERR13336635	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707190	W0180_fringe	ORYZA_RUFIPOGON	W0180	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396741; ENA_sample=ERS18417322; Experiment=ERX12707190; Run=ERR13336224; source=ENA PRJEB73710	ERX12707190	SAMEA115396741	1	ERR13336224	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707313	W0180_seedling	ORYZA_RUFIPOGON	W0180	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396741; ENA_sample=ERS18417322; Experiment=ERX12707313; Run=ERR13336347; source=ENA PRJEB73710	ERX12707313	SAMEA115396741	1	ERR13336347	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707453	W0180_leaf	ORYZA_RUFIPOGON	W0180	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396741; ENA_sample=ERS18417322; Experiment=ERX12707453; Run=ERR13336487; source=ENA PRJEB73710	ERX12707453	SAMEA115396741	1	ERR13336487	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707602	W0180_root	ORYZA_RUFIPOGON	W0180	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396741; ENA_sample=ERS18417322; Experiment=ERX12707602; Run=ERR13336636; source=ENA PRJEB73710	ERX12707602	SAMEA115396741	1	ERR13336636	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707191	W0234_fringe	ORYZA_RUFIPOGON	W0234	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396742; ENA_sample=ERS18417323; Experiment=ERX12707191; Run=ERR13336225; source=ENA PRJEB73710	ERX12707191	SAMEA115396742	1	ERR13336225	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707314	W0234_seedling	ORYZA_RUFIPOGON	W0234	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396742; ENA_sample=ERS18417323; Experiment=ERX12707314; Run=ERR13336348; source=ENA PRJEB73710	ERX12707314	SAMEA115396742	1	ERR13336348	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707454	W0234_leaf	ORYZA_RUFIPOGON	W0234	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396742; ENA_sample=ERS18417323; Experiment=ERX12707454; Run=ERR13336488; source=ENA PRJEB73710	ERX12707454	SAMEA115396742	1	ERR13336488	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707603	W0234_root	ORYZA_RUFIPOGON	W0234	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396742; ENA_sample=ERS18417323; Experiment=ERX12707603; Run=ERR13336637; source=ENA PRJEB73710	ERX12707603	SAMEA115396742	1	ERR13336637	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707192	W0573_fringe	ORYZA_RUFIPOGON	W0573	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396743; ENA_sample=ERS18417324; Experiment=ERX12707192; Run=ERR13336226; source=ENA PRJEB73710	ERX12707192	SAMEA115396743	1	ERR13336226	ERP158450	ILLUMINA	Illumina HiSeq 4000
