accession	project_code	project_name	dataset_code	dataset_name	dataset_type	ncbi_bioproject	ncbi_sra	external_url	description	run_count	experiment_count	ena_study	biosample_count	run_accessions	experiment_accessions	external_database
Nipponbare	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_Nipponbare_RNASEQ	Nipponbare RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336206;ERR13336328;ERR13336465;ERR13336614	ERX12707172;ERX12707294;ERX12707431;ERX12707580	ENA
Nipponbare	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_Nipponbare_WGS	Nipponbare WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13336064	ERX12707030	ENA
W0103	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0103_HIC	W0103 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765506	ERX13166678	ENA
W0103	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0103_RNASEQ	W0103 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336208;ERR13336331;ERR13336470;ERR13336619	ERX12707174;ERX12707297;ERX12707436;ERX12707585	ENA
W0103	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0103_WGS	W0103 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336068;ERR13765362	ERX12707034;ERX13166534	ENA
W0107	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0107_HIC	W0107 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765507	ERX13166679	ENA
W0107	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0107_RNASEQ	W0107 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336209;ERR13336332;ERR13336471;ERR13336620	ERX12707175;ERX12707298;ERX12707437;ERX12707586	ENA
W0107	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0107_WGS	W0107 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336069;ERR13765363	ERX12707035;ERX13166535	ENA
W0108	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0108_RNASEQ	W0108 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336210;ERR13336333;ERR13336472;ERR13336621	ERX12707176;ERX12707299;ERX12707438;ERX12707587	ENA
W0108	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0108_WGS	W0108 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336070;ERR13765364	ERX12707036;ERX13166536	ENA
W0133	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0133_RNASEQ	W0133 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336211;ERR13336334;ERR13336473;ERR13336622	ERX12707177;ERX12707300;ERX12707439;ERX12707588	ENA
W0133	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0133_WGS	W0133 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336071;ERR13765365	ERX12707037;ERX13166537	ENA
W0135	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0135_HIC	W0135 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765508	ERX13166680	ENA
W0135	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0135_RNASEQ	W0135 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336212;ERR13336335;ERR13336474;ERR13336623	ERX12707178;ERX12707301;ERX12707440;ERX12707589	ENA
W0135	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0135_WGS	W0135 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336072;ERR13765366	ERX12707038;ERX13166538	ENA
W0136	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0136_RNASEQ	W0136 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336213;ERR13336336;ERR13336475;ERR13336624	ERX12707179;ERX12707302;ERX12707441;ERX12707590	ENA
W0136	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0136_WGS	W0136 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336073;ERR13765367	ERX12707039;ERX13166539	ENA
W0137	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0137_RNASEQ	W0137 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336214;ERR13336337;ERR13336476;ERR13336625	ERX12707180;ERX12707303;ERX12707442;ERX12707591	ENA
W0137	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0137_WGS	W0137 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336074;ERR13765368	ERX12707040;ERX13166540	ENA
W0143	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0143_RNASEQ	W0143 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336477;ERR13336626	ERX12707443;ERX12707592	ENA
W0143	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0143_WGS	W0143 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336075;ERR13765369	ERX12707041;ERX13166541	ENA
W0145	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0145_RNASEQ	W0145 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336215;ERR13336338;ERR13336478;ERR13336627	ERX12707181;ERX12707304;ERX12707444;ERX12707593	ENA
W0145	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0145_WGS	W0145 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336076;ERR13765370	ERX12707042;ERX13166542	ENA
W0147	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0147_RNASEQ	W0147 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336216;ERR13336339;ERR13336479;ERR13336628	ERX12707182;ERX12707305;ERX12707445;ERX12707594	ENA
W0147	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0147_WGS	W0147 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336077;ERR13765371	ERX12707043;ERX13166543	ENA
W0149	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0149_RNASEQ	W0149 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336217;ERR13336340;ERR13336480;ERR13336629	ERX12707183;ERX12707306;ERX12707446;ERX12707595	ENA
W0149	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0149_WGS	W0149 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336078;ERR13765372	ERX12707044;ERX13166544	ENA
W0157	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0157_RNASEQ	W0157 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336218;ERR13336341;ERR13336481;ERR13336630	ERX12707184;ERX12707307;ERX12707447;ERX12707596	ENA
W0157	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0157_WGS	W0157 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336079;ERR13765373	ERX12707045;ERX13166545	ENA
W0164	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0164_HIC	W0164 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765509	ERX13166681	ENA
W0164	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0164_RNASEQ	W0164 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336219;ERR13336342;ERR13336482;ERR13336631	ERX12707185;ERX12707308;ERX12707448;ERX12707597	ENA
W0164	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0164_WGS	W0164 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336080;ERR13765374	ERX12707046;ERX13166546	ENA
W0166	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0166_RNASEQ	W0166 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336220;ERR13336343;ERR13336483;ERR13336632	ERX12707186;ERX12707309;ERX12707449;ERX12707598	ENA
W0166	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0166_WGS	W0166 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336081;ERR13765375	ERX12707047;ERX13166547	ENA
W0169	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0169_RNASEQ	W0169 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336221;ERR13336344;ERR13336484;ERR13336633	ERX12707187;ERX12707310;ERX12707450;ERX12707599	ENA
W0169	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0169_WGS	W0169 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336082;ERR13765376	ERX12707048;ERX13166548	ENA
W0171	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0171_RNASEQ	W0171 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336222;ERR13336345;ERR13336485;ERR13336634	ERX12707188;ERX12707311;ERX12707451;ERX12707600	ENA
W0171	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0171_WGS	W0171 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336083;ERR13765377	ERX12707049;ERX13166549	ENA
W0179	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0179_HIC	W0179 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765510	ERX13166682	ENA
W0179	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0179_RNASEQ	W0179 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336223;ERR13336346;ERR13336486;ERR13336635	ERX12707189;ERX12707312;ERX12707452;ERX12707601	ENA
W0179	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0179_WGS	W0179 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336084;ERR13765378	ERX12707050;ERX13166550	ENA
W0180	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0180_RNASEQ	W0180 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336224;ERR13336347;ERR13336487;ERR13336636	ERX12707190;ERX12707313;ERX12707453;ERX12707602	ENA
W0180	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0180_WGS	W0180 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336085;ERR13765379	ERX12707051;ERX13166551	ENA
W0234	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0234_RNASEQ	W0234 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336225;ERR13336348;ERR13336488;ERR13336637	ERX12707191;ERX12707314;ERX12707454;ERX12707603	ENA
W0234	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0234_WGS	W0234 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336086;ERR13765380	ERX12707052;ERX13166552	ENA
W0573	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0573_HIC	W0573 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765511	ERX13166683	ENA
W0573	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0573_RNASEQ	W0573 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336226;ERR13336349;ERR13336489;ERR13336638	ERX12707192;ERX12707315;ERX12707455;ERX12707604	ENA
W0573	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0573_WGS	W0573 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336087;ERR13765381	ERX12707053;ERX13166553	ENA
W0590	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0590_RNASEQ	W0590 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336227;ERR13336350;ERR13336490;ERR13336639	ERX12707193;ERX12707316;ERX12707456;ERX12707605	ENA
W0590	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0590_WGS	W0590 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336088;ERR13765382	ERX12707054;ERX13166554	ENA
W0594	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0594_RNASEQ	W0594 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336228;ERR13336351;ERR13336491;ERR13336640	ERX12707194;ERX12707317;ERX12707457;ERX12707606	ENA
W0594	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0594_WGS	W0594 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336089;ERR13765383	ERX12707055;ERX13166555	ENA
W0596	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0596_RNASEQ	W0596 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336229;ERR13336352;ERR13336492;ERR13336641	ERX12707195;ERX12707318;ERX12707458;ERX12707607	ENA
W0596	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0596_WGS	W0596 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336090;ERR13765384	ERX12707056;ERX13166556	ENA
W0600	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0600_RNASEQ	W0600 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336230;ERR13336353;ERR13336493;ERR13336642	ERX12707196;ERX12707319;ERX12707459;ERX12707608	ENA
W0600	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0600_WGS	W0600 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336091;ERR13765385	ERX12707057;ERX13166557	ENA
W0627	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0627_RNASEQ	W0627 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336231;ERR13336354;ERR13336494;ERR13336643	ERX12707197;ERX12707320;ERX12707460;ERX12707609	ENA
W0627	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0627_WGS	W0627 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336092;ERR13765386	ERX12707058;ERX13166558	ENA
W0630	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0630_RNASEQ	W0630 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336355;ERR13336495;ERR13336644	ERX12707321;ERX12707461;ERX12707610	ENA
W0630	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0630_WGS	W0630 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336093;ERR13765387	ERX12707059;ERX13166559	ENA
W0632	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0632_RNASEQ	W0632 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336356;ERR13336496;ERR13336645	ERX12707322;ERX12707462;ERX12707611	ENA
W0632	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0632_WGS	W0632 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336094;ERR13765388	ERX12707060;ERX13166560	ENA
W0634	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0634_HIC	W0634 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765512	ERX13166684	ENA
W0634	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0634_RNASEQ	W0634 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336232;ERR13336357;ERR13336497;ERR13336646	ERX12707198;ERX12707323;ERX12707463;ERX12707612	ENA
W0634	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0634_WGS	W0634 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336095;ERR13765389	ERX12707061;ERX13166561	ENA
W0639	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0639_HIC	W0639 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765513	ERX13166685	ENA
W0639	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0639_RNASEQ	W0639 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336358;ERR13336498;ERR13336647	ERX12707324;ERX12707464;ERX12707613	ENA
W0639	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W0639_WGS	W0639 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336096;ERR13765390	ERX12707062;ERX13166562	ENA
W1080	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1080_RNASEQ	W1080 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336233;ERR13336359;ERR13336499;ERR13336648	ERX12707199;ERX12707325;ERX12707465;ERX12707614	ENA
W1080	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1080_WGS	W1080 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336048;ERR13765391	ERX12707014;ERX13166563	ENA
W1084	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1084_HIC	W1084 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765514	ERX13166686	ENA
