run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	sample_alias	sample_title	experiment_accession	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	instrument_platform	instrument_model	fastq_ftp	fastq_md5	submitted_ftp	submitted_md5
ERR13336384	PRJEB73710	ERP158450	SAMEA115396780	ERS18417361	Wild rice W1726	W1726 HiFi whole-genome sequencing	ERX12707350	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/084/ERR13336384/ERR13336384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/084/ERR13336384/ERR13336384_2.fastq.gz	0ae2339f0412f840455eaa2af5732736;62e133249ace27aac4e276afcb731030	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336384/W1726_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336384/W1726_seedling_clean_2.fastq.gz	ce4a4a07907532e467142b57b6df8841;e4f59c5fa0a0c00c74fe290f17e3e051
ERR13336392	PRJEB73710	ERP158450	SAMEA115396789	ERS18417370	Wild rice W1777	W1777 HiFi whole-genome sequencing	ERX12707358	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/092/ERR13336392/ERR13336392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/092/ERR13336392/ERR13336392_2.fastq.gz	07796cc67a6b2b5d2a94452fd0dd1fd4;46aed77398b2fb802bda7ac1f54fae83	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336392/W1777_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336392/W1777_seedling_clean_2.fastq.gz	7baacd95b88647945e31ae2dc8025dab;a00ea5e33a499f8c29765f413a3e2819
ERR13336393	PRJEB73710	ERP158450	SAMEA115396790	ERS18417371	Wild rice W1783	W1783 HiFi whole-genome sequencing	ERX12707359	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336393/ERR13336393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/093/ERR13336393/ERR13336393_2.fastq.gz	e6de6c4cbc05ff9b5b96ec9f5cc0c283;a8518567fee43a8dd2e9d2e3abab436b	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336393/W1783_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336393/W1783_seedling_clean_2.fastq.gz	1a6f30f1c3bd5d973122d297e6b6f65c;8dcaa0bd1649b3a72debcb38e4eb2dc4
ERR13336397	PRJEB73710	ERP158450	SAMEA115396794	ERS18417375	Wild rice W1825	W1825 HiFi whole-genome sequencing	ERX12707363	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13336397/ERR13336397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13336397/ERR13336397_2.fastq.gz	cc21d3932e80927f62d5fd98d9c7ce51;a5e1202c54555781ecd03eaa1a7b11b7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336397/W1825_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336397/W1825_seedling_clean_2.fastq.gz	6b09d9efb6515768b1fa634fec198c79;a7a5f208cb598457f0f16c3529cb1294
ERR13336399	PRJEB73710	ERP158450	SAMEA115396796	ERS18417377	Wild rice W1859	W1859 HiFi whole-genome sequencing	ERX12707365	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/099/ERR13336399/ERR13336399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/099/ERR13336399/ERR13336399_2.fastq.gz	e21346392bdc3d3a489d9de1292a50b2;397b35f7ea152e6b06bb7a94e6398b81	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336399/W1859_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336399/W1859_seedling_clean_2.fastq.gz	39988a9b2c35ea8892276df5b74e2c26;92b4877db5214ecd5ca885a84a9b13fd
ERR13336405	PRJEB73710	ERP158450	SAMEA115396805	ERS18417386	Wild rice W1976	W1976 HiFi whole-genome sequencing	ERX12707371	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13336405/ERR13336405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13336405/ERR13336405_2.fastq.gz	dec81b144f38c520d4083e7f04790672;b9e71cda8607475901e3a8301d118dfc	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336405/W1976_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336405/W1976_seedling_clean_2.fastq.gz	1d65620f60239a086761b00bfac3474a;87eac44727c9f58b4d0df61c6c89d63e
ERR13336411	PRJEB73710	ERP158450	SAMEA115396811	ERS18417392	Wild rice W2064	W2064 HiFi whole-genome sequencing	ERX12707377	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13336411/ERR13336411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13336411/ERR13336411_2.fastq.gz	b01443cd0937306b39f93db88e2c5735;a78f37f8004cc8ac857695924da72cf3	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336411/W2064_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336411/W2064_seedling_clean_2.fastq.gz	b9206f8cd7ee6b067bb63118138fd6ad;fa680b36318916ae52e391d315f42e73
ERR13336413	PRJEB73710	ERP158450	SAMEA115396813	ERS18417394	Wild rice W2099	W2099 HiFi whole-genome sequencing	ERX12707379	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000			ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336413/W2099_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336413/W2099_seedling_clean_2.fastq.gz	2d92cfc1811811138613a9e5ab56175e;0f53724f78ce18857daa6dbc0341e363
ERR13336417	PRJEB73710	ERP158450	SAMEA115396818	ERS18417399	Wild rice W2283	W2283 HiFi whole-genome sequencing	ERX12707383	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/017/ERR13336417/ERR13336417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/017/ERR13336417/ERR13336417_2.fastq.gz	9b2b3e36ce97f77579def2e2fe0b5258;48186a71e54090729b53cd5c2c23a4b8	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336417/W2283_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336417/W2283_seedling_clean_2.fastq.gz	c6503cd48297e2d82601572368f8a25b;098a326e5c8bb07955a40658e6ba1933
ERR13336420	PRJEB73710	ERP158450	SAMEA115396822	ERS18417403	Wild rice W2310	W2310 HiFi whole-genome sequencing	ERX12707386	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336420/ERR13336420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336420/ERR13336420_2.fastq.gz	2631ef3fc52cc353ed684940c07ced25;7c2db5163b536ce63d844de6221fa5ff	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336420/W2310_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336420/W2310_seedling_clean_2.fastq.gz	1ee40c45311120f5be037b847dd2c764;11eb011a6adfbcc6fdacd2e287686d28
ERR13336425	PRJEB73710	ERP158450	SAMEA115396827	ERS18417408	Wild rice W2321	W2321 HiFi whole-genome sequencing	ERX12707391	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/025/ERR13336425/ERR13336425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/025/ERR13336425/ERR13336425_2.fastq.gz	dcdf281f0cca4d0fcaa8e1d144e2d860;64249fd850c214fd362109084d9b2b90	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336425/W2321_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336425/W2321_seedling_clean_2.fastq.gz	df85d69294f870c04448df5e99c83954;e7448292401402cbf3c6f3c51caf95f0
ERR13336428	PRJEB73710	ERP158450	SAMEA115396830	ERS18417411	Wild rice W3007	W3007 ONT whole-genome sequencing	ERX12707394	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13336428/ERR13336428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13336428/ERR13336428_2.fastq.gz	43e8fe9e5dd0e1e76388cbc91d6ffe64;8f068664a8324d977293196710930edc	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336428/W3007_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336428/W3007_seedling_clean_2.fastq.gz	10672dfa619abbd46c55d23160d31e91;57c4ac6863637d857eec5f343d1e23a1
ERR13336433	PRJEB73710	ERP158450	SAMEA115396836	ERS18417417	Wild rice W3037	W3037 HiFi whole-genome sequencing	ERX12707399	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/033/ERR13336433/ERR13336433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/033/ERR13336433/ERR13336433_2.fastq.gz	c89ea56248b30ce2f53c12bdc8a299ba;d5992be51f738819e0c0f63fd30300c9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336433/W3037_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336433/W3037_seedling_clean_2.fastq.gz	72f9df0f69a16240af3c33d6646613a7;fd3255e01b85abd2bcc8973eb5cf86cb
ERR13336434	PRJEB73710	ERP158450	SAMEA115396837	ERS18417418	Wild rice W3038	W3038 ONT whole-genome sequencing	ERX12707400	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336434/ERR13336434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336434/ERR13336434_2.fastq.gz	8b55ef73a7fafe5c8db9f103c0016e83;5bb28aa52aa884ddc396b05c5553beef	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336434/W3038_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336434/W3038_seedling_clean_2.fastq.gz	cf8dc8a2bf55fc82267973e95f9126f9;950b540fe3c588f018250fc33582b0b0
ERR13336437	PRJEB73710	ERP158450	SAMEA115396840	ERS18417421	Wild rice W3047	W3047 HiFi whole-genome sequencing	ERX12707403	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13336437/ERR13336437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13336437/ERR13336437_2.fastq.gz	e1e38d9616afa2f365ec7aa137a478ab;f6411a43f70113cc20a4e99b7f6b9342	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336437/W3047_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336437/W3047_seedling_clean_2.fastq.gz	c5658b26891dfdbb5dcc479930cddf1c;59e50708ccb5adc12e863bce1c7796bd
ERR13336441	PRJEB73710	ERP158450	SAMEA115396845	ERS18417426	Wild rice W3063	W3063 HiFi whole-genome sequencing	ERX12707407	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/041/ERR13336441/ERR13336441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/041/ERR13336441/ERR13336441_2.fastq.gz	9548be89f3a92d76b27b7bb03ed8e07f;a40df7e573abf5a8ee7aeb61a5c03ad9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336441/W3063_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336441/W3063_seedling_clean_2.fastq.gz	336982b180b8bfcda37a1d1071f11643;8bea938772b976a3916bff417ab55924
ERR13336442	PRJEB73710	ERP158450	SAMEA115396846	ERS18417427	Wild rice W3066	W3066 HiFi whole-genome sequencing	ERX12707408	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336442/ERR13336442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336442/ERR13336442_2.fastq.gz	9fa9191bab7dfa2376dd2d04c751dcf0;1e76c4ccc914b4eaa86b28647f555b17	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336442/W3066_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336442/W3066_seedling_clean_2.fastq.gz	0becf355d99dd3373f36d90110bdef45;240b300177ae6332e759c0595e526db5
ERR13336445	PRJEB73710	ERP158450	SAMEA115396850	ERS18417431	Wild rice W3086	W3086 HiFi whole-genome sequencing	ERX12707411	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/045/ERR13336445/ERR13336445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/045/ERR13336445/ERR13336445_2.fastq.gz	feedeca41fb6901757a2c08567ee6cae;0403a6e9676f36d9cd7a214d596d7743	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336445/W3086_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336445/W3086_seedling_clean_2.fastq.gz	118c74793ed8a7f609b5a9b4fe97744b;a5cbfa75fce914be1dfaebddbda6bf33
ERR13336446	PRJEB73710	ERP158450	SAMEA115396851	ERS18417432	Wild rice W3088	W3088 HiFi whole-genome sequencing	ERX12707412	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336446/ERR13336446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336446/ERR13336446_2.fastq.gz	167bd003a93880b572d31fe55f208599;b858df4177b8477494ce72b32fba2e65	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336446/W3088_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336446/W3088_seedling_clean_2.fastq.gz	dc156c32da5c8d87f122151a20997de7;6333b9739212054da801a4383d76e78f
ERR13336453	PRJEB73710	ERP158450	SAMEA115396711	ERS18417292	Rice GP117	GP117 HiFi whole-genome sequencing	ERX12707419	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/053/ERR13336453/ERR13336453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/053/ERR13336453/ERR13336453_2.fastq.gz	e6bc2feea53af11f5ee1cde48a62695a;77ef8e4633fba74b0289d147aef150a0	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336453/GP117_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336453/GP117_leaf_clean_2.fastq.gz	ad667d01a81ec5437db00c4287494c2d;cdcd38d5dda62805d56b71d0fd9725da
ERR13336454	PRJEB73710	ERP158450	SAMEA115396712	ERS18417293	Rice GP119	GP119 ONT whole-genome sequencing	ERX12707420	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/054/ERR13336454/ERR13336454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/054/ERR13336454/ERR13336454_2.fastq.gz	42177ff49e17c8f9cacd0ebb5df3c018;07613478c097e77800b1ed3595c664e1	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336454/GP119_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336454/GP119_leaf_clean_2.fastq.gz	07410286969595694cb1b7933359f61c;717bc0b40d1243974cffda87469f546f
ERR13336457	PRJEB73710	ERP158450	SAMEA115396715	ERS18417296	Rice GP524	GP524 HiFi whole-genome sequencing	ERX12707423	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/057/ERR13336457/ERR13336457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/057/ERR13336457/ERR13336457_2.fastq.gz	30468241cd54134443a77731c3183a47;88b4bdf4ef4e62e6c7e86c7d9ca58c88	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336457/GP524_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336457/GP524_leaf_clean_2.fastq.gz	ce48d4ffa1b1e82484395a9bc24d9236;96eaae4e9dbad780567991fd4d8d4c2d
ERR13336458	PRJEB73710	ERP158450	SAMEA115396716	ERS18417297	Rice GP543	GP543 ONT whole-genome sequencing	ERX12707424	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/058/ERR13336458/ERR13336458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/058/ERR13336458/ERR13336458_2.fastq.gz	2cca48525ddc1bd957f6be82c6e55ee0;5e00ed8ea75e9fb09b422454b2562554	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336458/GP543_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336458/GP543_leaf_clean_2.fastq.gz	4c915ad7a9d855f8caabb8e20ae02797;72fa945384c0b4cff7206defd0e49b72
ERR13336459	PRJEB73710	ERP158450	SAMEA115396717	ERS18417298	Rice GP58	GP58 HiFi whole-genome sequencing	ERX12707425	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/059/ERR13336459/ERR13336459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/059/ERR13336459/ERR13336459_2.fastq.gz	fbae8e8be3f655627875ccc05ed8d01d;9f4fe7cf988829af650b78fd29108641	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336459/GP58_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336459/GP58_leaf_clean_2.fastq.gz	11441bdf0495f9ed841ea999108a4743;92e46c4c3b6f311a2e06cc1048eef258
ERR13336462	PRJEB73710	ERP158450	SAMEA115396720	ERS18417301	Rice GP680	GP680 ONT whole-genome sequencing	ERX12707428	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336462/ERR13336462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336462/ERR13336462_2.fastq.gz	f6f81535399b261053dac639fe4214f2;3b058c21766b0c65ff69d4bdac1f4ea1	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336462/GP680_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336462/GP680_leaf_clean_2.fastq.gz	10de8d75d6f9c15a21c5ecb8529d920a;821b47998f99f09f46c82a2793da1d24
ERR13336463	PRJEB73710	ERP158450	SAMEA115396721	ERS18417302	Rice HP436	HP436 HiFi whole-genome sequencing	ERX12707429	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336463/ERR13336463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336463/ERR13336463_2.fastq.gz	725618aa2f5354fc70508245958de51d;de48bbb7615226c7a6173e162f2130c1	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336463/HP436_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336463/HP436_leaf_clean_2.fastq.gz	b40904eae87396fc6a4a178d581dcd12;400f42a014159a74104e4999123b15d7
ERR13336464	PRJEB73710	ERP158450	SAMEA115396722	ERS18417303	Rice HP519	HP519 ONT whole-genome sequencing	ERX12707430	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/064/ERR13336464/ERR13336464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/064/ERR13336464/ERR13336464_2.fastq.gz	cdada5ffaa47d69ca2f50a5aef29c8c5;11bf4a2b72d41fbcde9b50ce51ffdec4	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336464/HP519_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336464/HP519_leaf_clean_2.fastq.gz	ac0ffa4a85a543df2bb3b576a5bf4d14;34b8daad91a71f41d05ab5514120910e
ERR13336467	PRJEB73710	ERP158450	SAMEA115396855	ERS18417436	Rice OL3101	OL3101 HiFi whole-genome sequencing	ERX12707433	Oryza longistaminata		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/067/ERR13336467/ERR13336467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/067/ERR13336467/ERR13336467_2.fastq.gz	0632b19a8342a3e14a4609baa04b8a68;c0954f5152ebba30dbc4ecceca20fdc1	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336467/OL3101_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336467/OL3101_leaf_clean_2.fastq.gz	27011ad75b6e33e7d3171de6daf70588;9892fb95843a3df8c88d2eb2c4974f22
ERR13336469	PRJEB73710	ERP158450	SAMEA115396803	ERS18417384	Rice OM1952	OM1952 ONT whole-genome sequencing	ERX12707435	Oryza meridionalis		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336469/ERR13336469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336469/ERR13336469_2.fastq.gz	797e67e8c96c177162f6ef5b1fae20f8;2d782d7cdd41385b9c16fc8fbaeffc68	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336469/OM1952_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336469/OM1952_leaf_clean_2.fastq.gz	8fa0dcdef0d5b0a3117725c4c6d54fa3;e3342a2feb046acf816ad33ba8174781
ERR13336470	PRJEB73710	ERP158450	SAMEA115396724	ERS18417305	Wild rice W0103	W0103 HiFi whole-genome sequencing	ERX12707436	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336470/ERR13336470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336470/ERR13336470_2.fastq.gz	31a3995b4432e6985283ffa9f6df220e;93a91bd8c0625fc6acfad04758af6529	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336470/W0103_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336470/W0103_leaf_clean_2.fastq.gz	584baa2d0b03cae001c784bbddbb9722;584b7f71215262be05d6b1cb01f978e1
ERR13336471	PRJEB73710	ERP158450	SAMEA115396725	ERS18417306	Wild rice W0107	W0107 HiFi whole-genome sequencing	ERX12707437	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/071/ERR13336471/ERR13336471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/071/ERR13336471/ERR13336471_2.fastq.gz	347af502ec4d91c4457ac1a9d6a77f19;261728ddaeceea948c83c72cf4786f22	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336471/W0107_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336471/W0107_leaf_clean_2.fastq.gz	74cd81687124e963772a8481751e92b5;7f0eff37ddb11df190f871a047496450
